nodeID;communityID;color;type
p7199;10;#25858e;paper
t10309;4;#433e85;topic
a473;2;#482173;author
t10234;5;#3e4c8a;topic
t10814;10;#25858e;topic
t11153;1;#471164;topic
t10385;13;#1e9b8a;topic
t10528;6;#38588c;topic
p9950;6;#38588c;paper
t10252;13;#1e9b8a;topic
t10713;2;#482173;topic
p8605;10;#25858e;paper
t10204;3;#472f7d;topic
t11096;7;#32648e;topic
t10281;1;#471164;topic
t10266;5;#3e4c8a;topic
t11294;5;#3e4c8a;topic
p8931;3;#472f7d;paper
t10752;13;#1e9b8a;topic
t10706;9;#297a8e;topic
p14859;5;#3e4c8a;paper
t10310;0;#440154;topic
t11303;4;#433e85;topic
p8803;4;#433e85;paper
p9352;4;#433e85;paper
t10460;0;#440154;topic
p10113;1;#471164;paper
p7706;1;#471164;paper
p8805;4;#433e85;paper
p7895;1;#471164;paper
t10873;2;#482173;topic
p14735;3;#472f7d;paper
t10429;2;#482173;topic
t10277;9;#297a8e;topic
t10633;2;#482173;topic
p14772;1;#471164;paper
a2639;4;#433e85;author
t10930;1;#471164;topic
t11014;4;#433e85;topic
p8959;14;#2ab07f;paper
t10565;9;#297a8e;topic
t10489;1;#471164;topic
t11425;3;#472f7d;topic
t11126;1;#471164;topic
t10656;8;#2d708e;topic
p14911;8;#2d708e;paper
p7853;1;#471164;paper
a1621;2;#482173;author
p8796;7;#32648e;paper
t10442;3;#472f7d;topic
a1046;4;#433e85;author
t10722;1;#471164;topic
t11408;4;#433e85;topic
t10509;1;#471164;topic
p14722;1;#471164;paper
t10196;6;#38588c;topic
t10620;8;#2d708e;topic
p3017;4;#433e85;paper
t10379;6;#38588c;topic
p10097;6;#38588c;paper
t11031;9;#297a8e;topic
p14762;3;#472f7d;paper
t10420;1;#471164;topic
p9752;4;#433e85;paper
t10308;5;#3e4c8a;topic
t10368;2;#482173;topic
t11246;10;#25858e;topic
p14719;1;#471164;paper
p7650;1;#471164;paper
t10209;1;#471164;topic
t10958;0;#440154;topic
p14670;0;#440154;paper
p9945;6;#38588c;paper
t10504;3;#472f7d;topic
t10754;4;#433e85;topic
p8867;3;#472f7d;paper
p7604;1;#471164;paper
t10424;7;#32648e;topic
t11193;6;#38588c;topic
t10360;0;#440154;topic
p14872;3;#472f7d;paper
p9949;10;#25858e;paper
a1184;1;#471164;author
t10746;1;#471164;topic
a966;3;#472f7d;author
p9417;14;#2ab07f;paper
p8398;3;#472f7d;paper
p14810;1;#471164;paper
p9264;6;#38588c;paper
t10431;0;#440154;topic
t10231;0;#440154;topic
p9365;4;#433e85;paper
t11127;1;#471164;topic
t11409;3;#472f7d;topic
t10467;9;#297a8e;topic
t11105;9;#297a8e;topic
p9845;4;#433e85;paper
t11194;5;#3e4c8a;topic
t10447;2;#482173;topic
t10373;0;#440154;topic
p7158;4;#433e85;paper
p8894;3;#472f7d;paper
t10602;2;#482173;topic
p9273;3;#472f7d;paper
t11457;5;#3e4c8a;topic
t11013;4;#433e85;topic
p8700;13;#1e9b8a;paper
a2588;4;#433e85;author
a1496;11;#21918c;author
t10434;4;#433e85;topic
p9372;3;#472f7d;paper
p14706;1;#471164;paper
p14750;1;#471164;paper
p9566;6;#38588c;paper
p10169;1;#471164;paper
t11597;7;#32648e;topic
p9057;4;#433e85;paper
t11494;4;#433e85;topic
p9705;5;#3e4c8a;paper
p9359;10;#25858e;paper
p8933;4;#433e85;paper
t11328;2;#482173;topic
p7218;3;#472f7d;paper
p45;12;#1e9b8a;paper
t10606;1;#471164;topic
t11483;3;#472f7d;topic
t10297;0;#440154;topic
t10284;0;#440154;topic
t10301;0;#440154;topic
p8746;3;#472f7d;paper
p6386;2;#482173;paper
p8313;4;#433e85;paper
p1246;11;#21918c;paper
t11312;8;#2d708e;topic
p1556;8;#2d708e;paper
p10142;1;#471164;paper
p9718;3;#472f7d;paper
p9107;3;#472f7d;paper
t11414;3;#472f7d;topic
p14797;1;#471164;paper
a1475;3;#472f7d;author
t10322;0;#440154;topic
t11436;2;#482173;topic
p7626;1;#471164;paper
p7467;1;#471164;paper
p9349;4;#433e85;paper
a1395;5;#3e4c8a;author
t11927;13;#1e9b8a;topic
p8623;3;#472f7d;paper
t10304;0;#440154;topic
p9061;4;#433e85;paper
t11115;1;#471164;topic
p7562;1;#471164;paper
p8688;14;#2ab07f;paper
p9867;12;#1e9b8a;paper
p9436;4;#433e85;paper
p8902;3;#472f7d;paper
p8437;5;#3e4c8a;paper
t10690;1;#471164;topic
t11007;4;#433e85;topic
p9542;3;#472f7d;paper
p8642;4;#433e85;paper
t10858;1;#471164;topic
t10665;0;#440154;topic
p6216;1;#471164;paper
p14727;1;#471164;paper
a2899;10;#25858e;author
p8667;3;#472f7d;paper
t10779;9;#297a8e;topic
p8274;11;#21918c;paper
t12356;13;#1e9b8a;topic
p1530;1;#471164;paper
p8481;4;#433e85;paper
t11131;10;#25858e;topic
t11453;4;#433e85;topic
t10501;6;#38588c;topic
t10404;0;#440154;topic
p14760;2;#482173;paper
p6073;17;#69cd5b;paper
p10085;4;#433e85;paper
a1417;3;#472f7d;author
t11016;1;#471164;topic
p8353;4;#433e85;paper
p8944;4;#433e85;paper
p9640;4;#433e85;paper
p9861;6;#38588c;paper
p8955;8;#2d708e;paper
p6377;13;#1e9b8a;paper
t11428;2;#482173;topic
p8497;7;#32648e;paper
p8594;4;#433e85;paper
p6082;13;#1e9b8a;paper
t10436;8;#2d708e;topic
p7839;1;#471164;paper
t11454;4;#433e85;topic
t10485;9;#297a8e;topic
a1820;5;#3e4c8a;author
t10344;1;#471164;topic
a1324;1;#471164;author
p8625;4;#433e85;paper
a1277;2;#482173;author
p8980;10;#25858e;paper
p9952;6;#38588c;paper
p6312;10;#25858e;paper
t10830;7;#32648e;topic
t10687;9;#297a8e;topic
p1893;1;#471164;paper
p5828;15;#3bbb75;paper
p10031;1;#471164;paper
p9533;4;#433e85;paper
p8583;3;#472f7d;paper
t10747;1;#471164;topic
a1622;2;#482173;author
p14860;5;#3e4c8a;paper
t11106;1;#471164;topic
p1172;1;#471164;paper
p1081;1;#471164;paper
p66;12;#1e9b8a;paper
p2028;1;#471164;paper
p10025;7;#32648e;paper
p14818;5;#3e4c8a;paper
p8712;4;#433e85;paper
p6081;2;#482173;paper
p6066;2;#482173;paper
p9462;14;#2ab07f;paper
p7889;1;#471164;paper
p2748;7;#32648e;paper
p9553;3;#472f7d;paper
p8927;5;#3e4c8a;paper
p9014;4;#433e85;paper
p6009;2;#482173;paper
p9579;7;#32648e;paper
p8341;3;#472f7d;paper
p8719;6;#38588c;paper
p7911;1;#471164;paper
t10370;3;#472f7d;topic
t10264;15;#3bbb75;topic
p9871;3;#472f7d;paper
p8930;3;#472f7d;paper
p6427;2;#482173;paper
a1636;2;#482173;author
p9356;1;#471164;paper
t10470;4;#433e85;topic
p8174;1;#471164;paper
p8856;4;#433e85;paper
p9592;4;#433e85;paper
p6100;8;#2d708e;paper
p9063;7;#32648e;paper
p6130;1;#471164;paper
p8324;4;#433e85;paper
p7170;3;#472f7d;paper
t10263;15;#3bbb75;topic
p8348;3;#472f7d;paper
p10083;7;#32648e;paper
p5998;2;#482173;paper
p1150;1;#471164;paper
t11076;7;#32648e;topic
t10586;18;#86d549;topic
p8372;4;#433e85;paper
t10573;3;#472f7d;topic
a191;11;#21918c;author
p4649;9;#297a8e;paper
p8245;11;#21918c;paper
p9220;3;#472f7d;paper
p7838;1;#471164;paper
p6060;6;#38588c;paper
p9733;5;#3e4c8a;paper
t10819;1;#471164;topic
p7943;1;#471164;paper
p3343;2;#482173;paper
p7236;4;#433e85;paper
p9373;10;#25858e;paper
p9698;10;#25858e;paper
p8580;4;#433e85;paper
p2804;4;#433e85;paper
p9185;7;#32648e;paper
p1076;6;#38588c;paper
p7052;2;#482173;paper
p9334;14;#2ab07f;paper
p10162;11;#21918c;paper
p5975;5;#3e4c8a;paper
p9469;5;#3e4c8a;paper
p7233;3;#472f7d;paper
p8816;4;#433e85;paper
p10132;6;#38588c;paper
t10976;10;#25858e;topic
t10517;2;#482173;topic
t10780;0;#440154;topic
p8109;1;#471164;paper
a2619;3;#472f7d;author
p6492;1;#471164;paper
p8606;4;#433e85;paper
p5810;10;#25858e;paper
a1821;5;#3e4c8a;author
p4455;9;#297a8e;paper
a78;6;#38588c;author
p6183;2;#482173;paper
p9478;3;#472f7d;paper
p4840;15;#3bbb75;paper
p8979;6;#38588c;paper
t11066;1;#471164;topic
p8253;8;#2d708e;paper
a2805;4;#433e85;author
p8540;4;#433e85;paper
p14692;1;#471164;paper
t10330;0;#440154;topic
t10555;3;#472f7d;topic
p8180;1;#471164;paper
p14739;1;#471164;paper
p1819;4;#433e85;paper
p8564;2;#482173;paper
p8182;1;#471164;paper
p10004;3;#472f7d;paper
t10427;5;#3e4c8a;topic
t11638;6;#38588c;topic
p7648;1;#471164;paper
p8922;14;#2ab07f;paper
p7287;2;#482173;paper
p900;1;#471164;paper
p7963;1;#471164;paper
t10691;1;#471164;topic
p8403;6;#38588c;paper
p8951;5;#3e4c8a;paper
a1941;3;#472f7d;author
p6442;11;#21918c;paper
p8740;4;#433e85;paper
p8833;5;#3e4c8a;paper
p8744;5;#3e4c8a;paper
p6385;2;#482173;paper
p6201;2;#482173;paper
p8857;4;#433e85;paper
p7702;1;#471164;paper
p15073;1;#471164;paper
p14694;1;#471164;paper
p8760;11;#21918c;paper
p9081;7;#32648e;paper
p9731;8;#2d708e;paper
t10911;17;#69cd5b;topic
p3236;3;#472f7d;paper
t10435;3;#472f7d;topic
p8966;5;#3e4c8a;paper
p8088;11;#21918c;paper
p8229;1;#471164;paper
p10150;6;#38588c;paper
t10432;7;#32648e;topic
a1347;5;#3e4c8a;author
t11297;3;#472f7d;topic
t10549;8;#2d708e;topic
t10298;0;#440154;topic
p8501;3;#472f7d;paper
p8878;4;#433e85;paper
t10584;18;#86d549;topic
a1331;3;#472f7d;author
p9516;7;#32648e;paper
p6495;2;#482173;paper
p472;1;#471164;paper
p10068;12;#1e9b8a;paper
p9525;7;#32648e;paper
p8724;3;#472f7d;paper
p7515;1;#471164;paper
t10296;0;#440154;topic
p9990;6;#38588c;paper
p6361;2;#482173;paper
p9103;3;#472f7d;paper
p3825;13;#1e9b8a;paper
p5977;2;#482173;paper
p7835;1;#471164;paper
t10443;2;#482173;topic
p9317;4;#433e85;paper
p8278;1;#471164;paper
p1915;2;#482173;paper
t10660;1;#471164;topic
p7361;2;#482173;paper
p4682;0;#440154;paper
p1714;5;#3e4c8a;paper
t10268;4;#433e85;topic
p9152;7;#32648e;paper
p6242;2;#482173;paper
p9924;1;#471164;paper
p251;0;#440154;paper
p4572;0;#440154;paper
t11295;5;#3e4c8a;topic
t11242;2;#482173;topic
p9343;2;#482173;paper
p8401;3;#472f7d;paper
t11051;1;#471164;topic
p8882;16;#52c569;paper
p1014;1;#471164;paper
p4816;0;#440154;paper
p9127;4;#433e85;paper
p8128;1;#471164;paper
p934;1;#471164;paper
p8967;6;#38588c;paper
p8711;12;#1e9b8a;paper
p1422;2;#482173;paper
p9635;5;#3e4c8a;paper
p941;1;#471164;paper
t10516;0;#440154;topic
p7548;3;#472f7d;paper
p1211;6;#38588c;paper
p4434;15;#3bbb75;paper
p6284;9;#297a8e;paper
p8718;6;#38588c;paper
p6209;5;#3e4c8a;paper
p9788;3;#472f7d;paper
p9303;14;#2ab07f;paper
p5958;1;#471164;paper
p7673;1;#471164;paper
p8290;1;#471164;paper
p9078;4;#433e85;paper
p8954;3;#472f7d;paper
t10513;9;#297a8e;topic
p6368;13;#1e9b8a;paper
p4789;0;#440154;paper
t11948;3;#472f7d;topic
t10757;4;#433e85;topic
p1534;1;#471164;paper
t10245;0;#440154;topic
p4317;2;#482173;paper
p1464;6;#38588c;paper
p9582;4;#433e85;paper
p9267;14;#2ab07f;paper
p8976;2;#482173;paper
p14835;10;#25858e;paper
p10117;1;#471164;paper
p3699;8;#2d708e;paper
p1070;2;#482173;paper
p9279;4;#433e85;paper
p1666;5;#3e4c8a;paper
p9310;7;#32648e;paper
p6433;2;#482173;paper
p6343;1;#471164;paper
t10279;9;#297a8e;topic
a922;3;#472f7d;author
p10148;6;#38588c;paper
p1271;6;#38588c;paper
p6493;2;#482173;paper
p8661;7;#32648e;paper
p4456;0;#440154;paper
p6014;0;#440154;paper
p14753;11;#21918c;paper
p8563;2;#482173;paper
p6166;2;#482173;paper
p7764;11;#21918c;paper
p6001;8;#2d708e;paper
p8620;3;#472f7d;paper
p1509;8;#2d708e;paper
p8268;11;#21918c;paper
p7145;7;#32648e;paper
p6295;2;#482173;paper
p696;12;#1e9b8a;paper
p1597;5;#3e4c8a;paper
t10235;6;#38588c;topic
p14671;0;#440154;paper
p1681;1;#471164;paper
p8748;4;#433e85;paper
p6380;5;#3e4c8a;paper
p10061;6;#38588c;paper
p10023;7;#32648e;paper
t10629;2;#482173;topic
t11907;7;#32648e;topic
p14731;1;#471164;paper
p924;1;#471164;paper
p8297;11;#21918c;paper
p1764;6;#38588c;paper
p7635;1;#471164;paper
p9980;10;#25858e;paper
p7896;1;#471164;paper
p7220;2;#482173;paper
p679;16;#52c569;paper
p9397;4;#433e85;paper
p9797;3;#472f7d;paper
p8577;4;#433e85;paper
p7845;1;#471164;paper
t10897;9;#297a8e;topic
a1494;11;#21918c;author
p7808;6;#38588c;paper
t11198;3;#472f7d;topic
p10086;6;#38588c;paper
p8001;1;#471164;paper
p8522;10;#25858e;paper
p10115;1;#471164;paper
t10943;8;#2d708e;topic
p10164;7;#32648e;paper
p8699;5;#3e4c8a;paper
p4733;0;#440154;paper
t11015;8;#2d708e;topic
p6827;8;#2d708e;paper
p8765;5;#3e4c8a;paper
p8714;4;#433e85;paper
a3232;2;#482173;author
p9943;7;#32648e;paper
p4628;15;#3bbb75;paper
p8996;6;#38588c;paper
p6197;1;#471164;paper
p10102;6;#38588c;paper
t10641;4;#433e85;topic
p1222;5;#3e4c8a;paper
p1018;11;#21918c;paper
t11032;9;#297a8e;topic
p9747;5;#3e4c8a;paper
p10035;6;#38588c;paper
t10466;7;#32648e;topic
p8953;4;#433e85;paper
p8406;4;#433e85;paper
p7212;3;#472f7d;paper
p7022;2;#482173;paper
a1064;3;#472f7d;author
p1563;10;#25858e;paper
p809;0;#440154;paper
t10191;7;#32648e;topic
p1008;1;#471164;paper
p9315;7;#32648e;paper
p8665;4;#433e85;paper
p6128;8;#2d708e;paper
p8607;10;#25858e;paper
p9813;5;#3e4c8a;paper
p6093;11;#21918c;paper
a1488;2;#482173;author
p6497;2;#482173;paper
t10600;1;#471164;topic
p8478;4;#433e85;paper
a116;0;#440154;author
p8974;2;#482173;paper
p9969;11;#21918c;paper
p14904;14;#2ab07f;paper
p6421;2;#482173;paper
p4697;0;#440154;paper
p8399;3;#472f7d;paper
p9854;6;#38588c;paper
p8124;1;#471164;paper
t10890;2;#482173;topic
p7872;1;#471164;paper
p10125;1;#471164;paper
p7191;3;#472f7d;paper
p9755;4;#433e85;paper
p1559;8;#2d708e;paper
p5912;5;#3e4c8a;paper
p6288;2;#482173;paper
p10021;1;#471164;paper
p1766;1;#471164;paper
p8447;7;#32648e;paper
p8440;8;#2d708e;paper
p5338;3;#472f7d;paper
p1308;3;#472f7d;paper
t11539;5;#3e4c8a;topic
p9218;5;#3e4c8a;paper
p8834;10;#25858e;paper
p8435;4;#433e85;paper
t11191;8;#2d708e;topic
p8720;4;#433e85;paper
t11190;8;#2d708e;topic
p8243;1;#471164;paper
p8633;5;#3e4c8a;paper
a906;4;#433e85;author
p8315;4;#433e85;paper
t11054;9;#297a8e;topic
p8743;10;#25858e;paper
t11895;3;#472f7d;topic
t11330;6;#38588c;topic
t10693;0;#440154;topic
p8644;10;#25858e;paper
t11681;4;#433e85;topic
p9587;3;#472f7d;paper
p8534;3;#472f7d;paper
p14695;9;#297a8e;paper
p9302;5;#3e4c8a;paper
p1450;1;#471164;paper
p7496;6;#38588c;paper
p7161;10;#25858e;paper
p9312;3;#472f7d;paper
p8570;6;#38588c;paper
p8475;3;#472f7d;paper
p8323;4;#433e85;paper
p7165;4;#433e85;paper
p7525;1;#471164;paper
t10785;7;#32648e;topic
p6350;2;#482173;paper
p1662;8;#2d708e;paper
p6428;2;#482173;paper
p10029;6;#38588c;paper
p8532;4;#433e85;paper
p14729;1;#471164;paper
p8756;5;#3e4c8a;paper
p8956;2;#482173;paper
p14769;8;#2d708e;paper
p1825;1;#471164;paper
p8187;12;#1e9b8a;paper
p5871;7;#32648e;paper
p8928;4;#433e85;paper
p7961;8;#2d708e;paper
p9811;5;#3e4c8a;paper
p8112;1;#471164;paper
p6324;2;#482173;paper
p8949;4;#433e85;paper
p418;0;#440154;paper
p9102;3;#472f7d;paper
p4404;1;#471164;paper
p8535;5;#3e4c8a;paper
t10538;6;#38588c;topic
t11006;0;#440154;topic
t10916;16;#52c569;topic
p1635;2;#482173;paper
t10383;0;#440154;topic
p7728;1;#471164;paper
p14972;14;#2ab07f;paper
t10401;0;#440154;topic
p14728;1;#471164;paper
p5882;4;#433e85;paper
p2138;6;#38588c;paper
p8741;14;#2ab07f;paper
t11382;11;#21918c;topic
t11935;5;#3e4c8a;topic
p9770;5;#3e4c8a;paper
p4896;1;#471164;paper
a963;3;#472f7d;author
p7951;1;#471164;paper
p8638;5;#3e4c8a;paper
p203;0;#440154;paper
p6089;9;#297a8e;paper
p4749;0;#440154;paper
p5962;8;#2d708e;paper
p8891;3;#472f7d;paper
p9762;3;#472f7d;paper
p8800;4;#433e85;paper
p3921;2;#482173;paper
t10548;9;#297a8e;topic
p6013;2;#482173;paper
p1360;6;#38588c;paper
p5841;9;#297a8e;paper
p6156;9;#297a8e;paper
p9136;3;#472f7d;paper
p8510;4;#433e85;paper
p8225;1;#471164;paper
t11686;4;#433e85;topic
p8106;11;#21918c;paper
t12411;2;#482173;topic
p8185;1;#471164;paper
a1767;7;#32648e;author
p1775;5;#3e4c8a;paper
p9848;10;#25858e;paper
t10735;1;#471164;topic
p9850;3;#472f7d;paper
p5994;2;#482173;paper
t10347;0;#440154;topic
p1896;11;#21918c;paper
p7784;1;#471164;paper
p1703;6;#38588c;paper
p7205;4;#433e85;paper
p8111;1;#471164;paper
p1128;1;#471164;paper
p8747;10;#25858e;paper
p1241;7;#32648e;paper
p1784;1;#471164;paper
p9211;4;#433e85;paper
p1126;1;#471164;paper
p8881;10;#25858e;paper
p8950;5;#3e4c8a;paper
p14866;4;#433e85;paper
p9778;3;#472f7d;paper
p9069;4;#433e85;paper
p259;6;#38588c;paper
p7860;1;#471164;paper
p8855;4;#433e85;paper
p9690;5;#3e4c8a;paper
p9524;7;#32648e;paper
p9120;10;#25858e;paper
p9868;6;#38588c;paper
p9644;4;#433e85;paper
t10242;7;#32648e;topic
p10156;6;#38588c;paper
p1218;5;#3e4c8a;paper
p1465;6;#38588c;paper
p9631;14;#2ab07f;paper
p7001;3;#472f7d;paper
p2057;1;#471164;paper
p5486;0;#440154;paper
p9513;5;#3e4c8a;paper
p1505;8;#2d708e;paper
t10345;5;#3e4c8a;topic
p7677;1;#471164;paper
p1474;2;#482173;paper
p9676;7;#32648e;paper
p6481;6;#38588c;paper
p9166;3;#472f7d;paper
p8248;1;#471164;paper
p8120;14;#2ab07f;paper
p9927;6;#38588c;paper
p7127;4;#433e85;paper
p8051;1;#471164;paper
p14748;1;#471164;paper
p10131;7;#32648e;paper
p8426;3;#472f7d;paper
t11154;11;#21918c;topic
p9182;4;#433e85;paper
p8445;10;#25858e;paper
p7800;1;#471164;paper
t11503;5;#3e4c8a;topic
p9686;12;#1e9b8a;paper
p8631;4;#433e85;paper
p4537;0;#440154;paper
t10255;0;#440154;topic
p8898;4;#433e85;paper
p8116;1;#471164;paper
p8652;4;#433e85;paper
t11928;3;#472f7d;topic
p6262;9;#297a8e;paper
p115;0;#440154;paper
p4744;0;#440154;paper
p3968;2;#482173;paper
a2473;5;#3e4c8a;author
p9614;5;#3e4c8a;paper
p6200;2;#482173;paper
p9997;6;#38588c;paper
p9941;1;#471164;paper
p6369;2;#482173;paper
p14749;1;#471164;paper
p6450;2;#482173;paper
t10679;5;#3e4c8a;topic
t11296;5;#3e4c8a;topic
p6459;2;#482173;paper
p9991;6;#38588c;paper
p7580;1;#471164;paper
p9035;4;#433e85;paper
p8094;11;#21918c;paper
p14688;1;#471164;paper
p10094;11;#21918c;paper
p987;1;#471164;paper
p2644;4;#433e85;paper
p8013;1;#471164;paper
p9840;4;#433e85;paper
p7503;1;#471164;paper
p6193;6;#38588c;paper
p9337;6;#38588c;paper
p1372;5;#3e4c8a;paper
p7843;1;#471164;paper
p8947;8;#2d708e;paper
t10891;7;#32648e;topic
t10423;12;#1e9b8a;topic
p6126;5;#3e4c8a;paper
t11121;7;#32648e;topic
t10856;4;#433e85;topic
a1248;6;#38588c;author
t11177;8;#2d708e;topic
p8886;3;#472f7d;paper
p8880;4;#433e85;paper
p9925;1;#471164;paper
p5036;0;#440154;paper
t11947;2;#482173;topic
p6915;9;#297a8e;paper
p15058;10;#25858e;paper
a2590;4;#433e85;author
p9489;4;#433e85;paper
p9971;10;#25858e;paper
p9764;3;#472f7d;paper
p9093;5;#3e4c8a;paper
p8160;12;#1e9b8a;paper
t12365;2;#482173;topic
p4763;0;#440154;paper
p6483;2;#482173;paper
p8961;5;#3e4c8a;paper
p9131;5;#3e4c8a;paper
t10402;6;#38588c;topic
p8849;3;#472f7d;paper
p1228;1;#471164;paper
p5972;2;#482173;paper
p1935;11;#21918c;paper
p1133;3;#472f7d;paper
p1425;1;#471164;paper
t11179;4;#433e85;topic
p8598;7;#32648e;paper
p1355;10;#25858e;paper
p9627;5;#3e4c8a;paper
p6232;18;#86d549;paper
p9669;12;#1e9b8a;paper
p8241;1;#471164;paper
p14763;3;#472f7d;paper
p5821;8;#2d708e;paper
p8527;4;#433e85;paper
p1670;4;#433e85;paper
p6765;16;#52c569;paper
p7933;8;#2d708e;paper
p8476;8;#2d708e;paper
p9555;4;#433e85;paper
p881;1;#471164;paper
p6462;2;#482173;paper
p10081;6;#38588c;paper
p4635;1;#471164;paper
p8516;4;#433e85;paper
p7171;3;#472f7d;paper
p8213;11;#21918c;paper
p1335;1;#471164;paper
p9633;6;#38588c;paper
p9816;14;#2ab07f;paper
t11853;2;#482173;topic
t10417;3;#472f7d;topic
p10100;6;#38588c;paper
p8770;5;#3e4c8a;paper
p1499;1;#471164;paper
p9353;4;#433e85;paper
p9769;5;#3e4c8a;paper
p5820;9;#297a8e;paper
p8365;3;#472f7d;paper
p6364;5;#3e4c8a;paper
p9581;4;#433e85;paper
p3862;5;#3e4c8a;paper
p2568;3;#472f7d;paper
p482;1;#471164;paper
p4420;15;#3bbb75;paper
p10009;1;#471164;paper
t11130;11;#21918c;topic
a892;2;#482173;author
p3694;8;#2d708e;paper
p8989;3;#472f7d;paper
p6696;5;#3e4c8a;paper
p9855;4;#433e85;paper
p7628;1;#471164;paper
p1955;4;#433e85;paper
p1801;1;#471164;paper
a1119;4;#433e85;author
p8279;1;#471164;paper
p8000;6;#38588c;paper
p9227;4;#433e85;paper
p6171;5;#3e4c8a;paper
p7785;1;#471164;paper
t10237;0;#440154;topic
p7534;6;#38588c;paper
p8899;4;#433e85;paper
p6482;2;#482173;paper
p5890;2;#482173;paper
p9512;5;#3e4c8a;paper
p8418;7;#32648e;paper
p7483;1;#471164;paper
t10894;5;#3e4c8a;topic
p2742;4;#433e85;paper
p4443;8;#2d708e;paper
a404;15;#3bbb75;author
p8929;10;#25858e;paper
t10995;7;#32648e;topic
a1958;4;#433e85;author
p15004;4;#433e85;paper
t10484;3;#472f7d;topic
p7434;1;#471164;paper
p9414;7;#32648e;paper
p9799;6;#38588c;paper
p7206;7;#32648e;paper
p8209;11;#21918c;paper
p1759;1;#471164;paper
p6356;2;#482173;paper
p2053;1;#471164;paper
p9520;14;#2ab07f;paper
p6248;2;#482173;paper
p9776;5;#3e4c8a;paper
p9613;5;#3e4c8a;paper
t10463;8;#2d708e;topic
p3353;14;#2ab07f;paper
p10098;6;#38588c;paper
p6127;5;#3e4c8a;paper
p7316;2;#482173;paper
p8004;1;#471164;paper
p3801;2;#482173;paper
p4604;0;#440154;paper
p8281;1;#471164;paper
p8897;4;#433e85;paper
p6102;8;#2d708e;paper
p14674;0;#440154;paper
a2585;4;#433e85;author
p1491;11;#21918c;paper
p8829;4;#433e85;paper
p14913;8;#2d708e;paper
p8524;4;#433e85;paper
p4556;13;#1e9b8a;paper
p9795;4;#433e85;paper
p8291;1;#471164;paper
t11086;11;#21918c;topic
p5814;2;#482173;paper
p9097;3;#472f7d;paper
p9483;4;#433e85;paper
p3674;6;#38588c;paper
p1369;5;#3e4c8a;paper
p8523;4;#433e85;paper
p1740;1;#471164;paper
p8275;1;#471164;paper
p10158;6;#38588c;paper
p8643;4;#433e85;paper
p2980;7;#32648e;paper
p9236;4;#433e85;paper
t10945;3;#472f7d;topic
p1073;8;#2d708e;paper
p1165;3;#472f7d;paper
p6396;2;#482173;paper
p5469;0;#440154;paper
p10118;6;#38588c;paper
t11050;9;#297a8e;topic
p8302;1;#471164;paper
p1970;11;#21918c;paper
p9049;3;#472f7d;paper
p9860;6;#38588c;paper
p9664;5;#3e4c8a;paper
