source,target,weight
p89,t10295,0.7126786282667654
p89,p14670,0.7381502983460584
p89,p4572,0.749134961740203
p90,a91,0.6117158694340857
p90,a92,0.626077120746631
p90,a93,0.8291169878180624
p90,v10173,0.28743202939234525
p90,t10216,0.060943414194024374
p90,t10296,0.4770211977973619
p90,t10213,0.5521343467710986
p90,t10297,0.41157913624890075
p90,t10298,0.5098201397605208
p90,t10299,0.32220123798367556
p90,t10241,0.5192117924589786
p90,t10300,0.3724780518314505
p90,t10242,0.4657400152952804
p90,t10301,0.44618624598981266
p90,t10302,0.712524027404797
p90,t10303,0.5764449436389135
p94,a91,0.782890972715894
p94,a95,0.8844787644543354
p94,v10173,0.4593290245421257
p94,t10304,0.6140603001183398
p94,t10305,0.7849610852783989
p94,t10306,0.9625633551727909
p96,a97,0.8686221767228328
p96,a98,0.7802238251558128
p96,v10173,0.3574309300314737
p96,t10307,0.5791597964138802
p96,t10300,0.38736580243481694
p96,t10308,0.48583839552019153
p96,t10309,0.40681263931780043
p96,t10310,0.41983747029061647
p96,t10311,0.8955470699352512
p99,a60,0.7014043170042851
p99,a100,0.8686511638165924
p99,v10173,0.28918457159311356
p99,t10216,0.27668774917157674
p99,t10312,0.5346441115790915
p99,t10313,0.691671322049717
p99,t10314,0.91515166388414
p99,t10315,0.5806543591728007
p99,t10316,0.818499808505286
p99,t10317,0.8621548540550167
p99,t10318,0.7489412841502956
p101,a102,0.8979890655223377
p101,a103,0.8377777036925024
p101,a104,0.8867485645088399
p101,v10173,0.37263350802138956
p101,t10215,0.6904975526803881
p101,t10310,0.5012151329394181
p101,t10319,0.6619727840789239
p101,t10320,0.7847803365661418
p101,t10321,0.8690920044770666
p101,t10322,0.6010201504317186
p105,a106,0.7755652026275179
p105,a107,0.8947701201700088
p105,a108,0.8320680672938386
p105,a109,0.7834958602508705
p105,v10173,0.30314763188545096
p105,t10310,0.5363403571206891
p105,t10322,0.48061860638623216
p105,t10323,0.6616274401141812
p110,a111,0.8437022435879061
p110,a112,0.8666934504513645
p110,v10173,0.31190853683741926
p110,t10324,0.43210316628802853
p110,t10202,0.6117600728460069
p110,t10325,0.2558344540739155
p110,t10304,0.49714829060820626
p110,t10326,0.44674721886833224
p110,t10327,0.8580170936369703
p110,t10328,0.8732852180008636
p113,a9,0.74535100893918
p113,a114,0.9257070973377607
p113,v10173,0.32863882466705435
p113,t10329,0.3839198203526034
p113,t10330,0.5558166115525757
p113,t10331,0.792800066327442
p113,t10332,0.8578243080111471
p113,t10333,0.8463885576244309
p113,t10334,0.8756199403122428
p113,t10335,0.5949277328731005
p115,a116,0.5660876881300169
p115,a117,0.7017218572432781
p115,a118,0.7407911923113416
p115,v10173,0.34921803385735856
p115,t10336,0.7047909630656454
p115,t10301,0.46815304892473925
p115,t10337,0.6981195279503337
p115,t10338,0.8270078861715898
p115,t10339,0.7337987288265622
p115,t10340,0.781664570901187
p115,t10341,0.5330026085632059
p115,t10342,0.6556901482374204
p119,a120,0.5942471909676608
p119,a121,0.5826370950516055
p119,v10173,0.23137749991000722
p119,t10343,0.32489982334652895
p119,t10209,0.42087731773001125
p119,t10344,0.3396333033363417
p119,t10263,0.47166197008670196
p119,t10264,0.47463536590326477
p119,t10345,0.5672013512409845
p119,t10346,0.5909956391477345
p119,p4633,0.6103290561881185
p122,a123,0.7354967856094823
p122,a124,0.7026907986194978
p122,a125,0.8230315953891887
p122,v10173,0.26605843262204193
p122,t10347,0.4755812585946443
p122,t10216,0.09219855677388225
p122,t10348,0.3586249340423107
p122,t10349,0.7770808902867066
p122,t10350,0.5110091807648794
p122,t10310,0.42152207121483865
p122,t10351,0.4321745115746593
p122,t10335,0.5483975006893279
p122,t10352,0.7171999835473375
p122,t10353,0.762165852040958
p122,t10354,0.7745424652871431
p126,a127,0.7540867941001289
p126,a128,0.9461593865402955
p126,v10173,0.38434265425604963
p126,t10355,0.7093606163271585
p126,t10356,0.7332907901143794
p126,t10357,0.9439949090607054
p126,t10358,0.9074260754515666
p129,a130,0.6053819805452273
p129,a131,0.6459654123451689
p129,v10173,0.2842874744835853
p129,t10225,0.2610982386641486
p129,t10359,0.4439876169722615
p129,t10293,0.13818851509895544
p129,t10360,0.44897947152407086
p129,t10361,0.6733499253650111
p129,t10362,0.6356830735875179
p129,t10363,0.714765841077578
p129,t10364,0.5969684629835317
p129,p14670,0.7629434702111095
p132,a133,0.8767269517817304
p132,a134,0.8294986332889798
p132,a135,0.8649815804429926
p132,a136,0.8676513171848758
p132,a137,0.8506326728947041
p132,a138,0.8434239361028432
p132,a139,0.8644274880835392
p132,a140,0.842744168868338
p132,a141,0.8746570748995064
p132,a142,0.8486923722402256
p132,a143,0.8641984761783663
p132,v10173,0.30486667604428297
p132,t10225,0.26938058959976674
p132,t10365,0.34827856894173237
p132,t10304,0.5211767088893293
p132,t10366,0.6034766880036212
p144,a133,0.8384457569052527
p144,a134,0.8614383723076693
p144,a137,0.8636600734496883
p144,v10173,0.264830342932785
p144,t10260,0.42038756588110704
p144,t10367,0.6157147593742733
p144,t10284,0.4810994027548057
p144,t10368,0.45574254801497516
p144,t10369,0.6160781557138434
p144,t10370,0.43377451192717126
p144,t10371,0.6455403393659473
p145,a117,0.6158877582588991
p145,a146,0.8007428085803938
p145,v10173,0.3597564244613284
p145,t10307,0.5649395707618651
p145,t10372,0.3322435287640514
p145,t10373,0.5319325279732345
p145,t10374,0.8433467876573566
p145,t10375,0.8013531650937934
p145,p14671,0.8384979634987164
p147,a148,0.8069305681977014
p147,a149,0.9156086856563148
p147,a150,0.9087085570555602
p147,v10173,0.40097341789513075
p147,t10254,0.44805378076574126
p147,t10376,0.670291222346273
p147,t10377,0.8631913261462981
p151,a152,0.7996328704143768
p151,a153,0.7913398525531842
p151,a154,0.7806334888966427
p151,a155,0.741783757126804
p151,v10173,0.2923673152179611
p151,t10378,0.515581481693598
p151,t10296,0.5975361947890723
p151,t10379,0.4120717858816146
p151,t10380,0.5265913682262433
p151,t10381,0.5947872767081551
p151,t10382,0.8068862609717926
p156,a157,0.5863292166223427
p156,a158,0.7382636200335734
p156,a159,0.73762199320757
p156,v10173,0.1763860257108687
p156,t10225,0.16707317886668033
p156,t10383,0.46011547131836217
p156,t10299,0.3117847790259063
p156,t10384,0.4140854792635438
p156,t10252,0.3731975564706102
p156,t10385,0.29759893889140265
p156,t10386,0.415743219988403
p156,t10303,0.5101855797404181
p156,t10387,0.6753581605230592
p156,p6368,0.7736462710170375
p160,a161,0.5955511387831275
p160,a162,0.888572231716241
p160,a163,0.8587105916567109
p160,v10173,0.3369712266781738
p160,t10388,0.5411266567398716
p160,t10389,0.6385928873796232
p160,t10390,0.7043290987872343
p160,t10236,0.5937984599251559
p160,t10391,0.8659433116700676
p160,t10392,0.6556341548209368
p160,t10393,0.7553390615826581
p164,a165,0.8875612264552635
p164,a166,0.9146315758448543
p164,a167,0.8859602217817162
p164,a168,0.9169496400948189
p164,v10173,0.3371723696472971
p164,t10394,0.6491233773459291
p164,t10296,0.5540856750793375
p164,t10395,0.8325616476152223
p164,t10396,0.8318446716639032
p164,t10397,0.8376954141575267
p164,t10398,0.8718454865400437
p169,a170,0.9360490001764546
p169,a171,0.9291619401788205
p169,a172,0.9476460705420429
p169,a173,0.9663152102316933
p169,a174,0.9283517814836852
p169,v10173,0.47757992948259015
p169,t10399,0.9556981429137053
p169,t10400,0.9161277249460519
p175,a176,0.813591312533906
p175,a177,0.8175898125199862
p175,a178,0.7937914101968213
p175,v10173,0.230995555116948
p175,t10225,0.20114529389314437
p175,t10383,0.4836804282878358
p175,t10343,0.3047326072470068
p175,t10230,0.40218450683466156
p175,t10401,0.4259351205530416
p175,t10402,0.5324059791389572
p175,t10403,0.5667345221964064
p175,t10404,0.44965213804711524
p179,a12,0.7961061409181851
p179,a13,0.7420552019693516
p179,a15,0.7530368341622327
p179,a16,0.8452730395777157
p179,a17,0.7697386227158861
p179,v10173,0.275931930165405
p179,t10192,0.6433113989411827
p179,t10193,0.7443712325701196
p179,t10202,0.6374198471502669
p179,t10405,0.6115630996775611
p179,t10406,0.786971953970124
p179,t10407,0.8428023949514563
p179,p14672,0.9503799380468853
p180,a181,0.8422756317453147
p180,v10173,0.22040703620982333
p180,t10365,0.310916291139747
p180,t10254,0.3522896243466695
p180,t10408,0.8576023320827014
p180,t10409,0.5547852544690711
p180,t10410,0.6032440844335981
p180,t10411,0.841442132882565
p180,t10412,0.664558112387714
p180,t10413,0.7020821762978395
p180,t10414,0.8485897864756715
p180,t10415,0.7504176406517801
p182,a183,0.7828285934332939
p182,a184,0.8558583929183273
p182,v10173,0.3475569724507388
p182,t10416,0.6195604526931976
p182,t10260,0.42214428918607844
p182,t10417,0.5095046752030638
p182,t10224,0.4016872827797919
p182,p14673,0.9324751573263464
p185,a186,0.7180941237420657
p185,a187,0.8554986605507505
p185,v10173,0.23182089923530436
p185,t10418,0.4366853544045875
p185,t10419,0.46087698025564916
p185,t10420,0.46991272356509645
p185,t10421,0.5713376518191196
p185,t10422,0.8199218813558012
p185,t10423,0.5416366242430335
p188,a189,0.8276346646462773
p188,v10173,0.28012779710392977
p188,t10225,0.24458157536490735
p188,t10325,0.18122219917686955
p188,t10424,0.39396750378639045
p188,t10425,0.5556270907531898
p188,t10426,0.5693886357793257
p190,a191,0.5814629828429295
p190,a192,0.8653680838538166
p190,v10173,0.3060567852083154
p190,t10416,0.604179652858292
p190,t10427,0.5283605197978499
p190,t10428,0.6774960009942032
p190,t10312,0.5507621321237037
p190,t10429,0.44939291056732955
p190,t10430,0.8201490277058571
p193,a194,0.7182264395886796
p193,v10173,0.3563369974353655
p193,t10431,0.5023625454382459
p193,t10432,0.5375935252438202
p193,t10320,0.8145917965168814
p193,t10381,0.7716117205898914
p193,t10433,0.8617575381996683
p195,a196,0.9121823325657004
p195,a197,0.8981419284229335
p195,a198,0.8460341673694459
p195,v10173,0.2935715894467631
p195,t10434,0.4485363046069587
p195,t10417,0.49664058621400264
p195,t10435,0.5168570684847895
p195,t10436,0.48265941999238504
p195,t10237,0.566170456278373
p195,t10437,0.7703346375766307
p195,t10438,0.7192957359705905
p195,t10439,0.8446321411473477
p199,a200,0.677524023083383
p199,v10173,0.3421862289791323
p199,t10242,0.6278839468105936
p199,t10243,0.7601245420902171
p199,t10440,0.6877456635444127
p199,t10441,0.8037048834456745
p201,a200,0.6377877140778065
p201,a116,0.6960796332828407
p201,a202,0.8752744087805651
p201,v10173,0.3369288855050359
p201,t10336,0.665702068287167
p201,t10442,0.42052165956418275
p201,t10443,0.5542534323116414
p201,t10342,0.6533970060516443
p201,t10444,0.5413017471336954
p203,a200,0.6217068490352011
p203,a116,0.5915089577967606
p203,v10173,0.23220387366571768
p203,t10445,0.270294498804844
p203,t10446,0.5223488800082127
p203,t10241,0.4417958386628668
p203,t10245,0.40359179030159414
p203,t10447,0.42191899399062754
p203,t10448,0.5361168599337215
p203,t10449,0.6019826348671313
p203,t10450,0.7095333433182497
p203,t10451,0.7588459532160261
p203,t10452,0.503018519786165
p203,t10453,0.6108187467887791
p203,t10454,0.6947127028056027
p203,t10455,0.6759063058227591
p203,p14674,0.8824785117518986
p204,a200,0.7059702893059152
p204,a116,0.7089703991643136
p204,v10173,0.43708822847214196
p204,t10456,0.8352985789535211
p204,t10457,0.7489018911198315
p204,t10458,0.7795854053008218
p204,t10459,0.9486643274778088
p205,a200,0.6853186674500077
p205,a116,0.6059885609038956
p205,v10173,0.27460533292425754
p205,t10460,0.44171127026877677
p205,t10461,0.6258977998723081
p205,t10462,0.5556148433198609
p205,t10463,0.557180664695478
p205,t10440,0.599875802902817
p205,t10464,0.8960280616377749
p205,t10465,0.6627450910967768
p206,a207,0.8754517020487977
p206,a208,0.8035567248785052
p206,a209,0.6498198432624375
p206,v10173,0.27759825002611477
p206,t10466,0.5085238167312331
p206,t10467,0.4317128855756951
p206,t10468,0.6644951806680023
p206,t10469,0.37474086250377436
p206,t10470,0.46072654553704623
p206,t10471,0.3285699319435879
p206,t10472,0.6410954571600206
p206,t10473,0.624587812001592
p210,a211,0.8045151708051883
p210,a212,0.8350418195198455
p210,a213,0.8956381198594109
p210,a214,0.9140289290213497
p210,v10173,0.37684126059194767
p210,t10260,0.45369505362617935
p210,t10474,0.7386199231914542
p210,t10475,0.6560582986772137
p210,t10468,0.760177066721881
p210,t10320,0.7519292427978763
p210,t10476,0.7367318568082564
p210,t10477,0.8804255477175527
p215,a211,0.848059125892925
p215,a212,0.8947904953457061
p215,a216,0.9195481438665091
p215,a217,0.8939116809642101
p215,a218,0.9184461640000148
p215,v10173,0.42738969726797593
p215,t10254,0.451033261309698
p215,t10478,0.8449131384516078
p215,t10479,0.6354302441719437
p219,a220,0.7577698435233009
p219,a221,0.8071529915885418
p219,a222,0.6289377559206925
p219,a223,0.758190286829265
p219,v10173,0.31489128237936137
p219,t10480,0.3023397423007927
p219,t10417,0.5357002597840735
p219,t10481,0.49790795775116214
p219,t10300,0.4078366017241162
p219,t10430,0.6415296391419264
p219,t10482,0.7374787190646543
p219,t10483,0.8013472252092216
p219,p14675,0.9523608338437675
p224,a121,0.5807829328284541
p224,a225,0.7783759713599917
p224,v10173,0.21147414059930808
p224,t10442,0.4404002338904292
p224,t10484,0.553651204396919
p224,t10485,0.4298784108480423
p224,t10486,0.5623454640118095
p224,t10487,0.6125141134794646
p224,t10488,0.5792396112818914
p224,p14676,0.9275865037094702
p224,p4633,0.5396371703466717
p226,a227,0.668980311859897
p226,a228,0.8839083828625608
p226,v10173,0.2913567707850288
p226,t10489,0.4962348848144782
p226,t10368,0.44419130419874137
p226,t10268,0.46083207753209515
p226,t10490,0.6114393713380881
p226,t10440,0.6211961167300519
p226,t10491,0.8440722488010166
p229,a230,0.6251345881026995
p229,v10173,0.21963496342955846
p229,t10277,0.4710249728756091
p229,t10492,0.5032990979884272
p229,t10493,0.7985265320738881
p229,t10494,0.5470486147904685
p229,t10495,0.5322037658877259
p229,t10496,0.6586256085193825
p231,a232,0.8183639989829874
p231,a233,0.8045162866958905
p231,v10173,0.2880392388330215
p231,t10347,0.49000047648026357
p231,t10497,0.5636522472758662
p231,t10498,0.8022724047638055
p231,t10499,0.8116568611816074
p231,t10500,0.885202636157165
p231,t10501,0.47985450435372506
p231,t10502,0.7669878704565943
p231,p14677,0.8683151640764857
p234,a235,0.6824429547266644
p234,v10173,0.22668132361242474
p234,t10324,0.39161134102519285
p234,t10325,0.2075483528160469
p234,t10503,0.08347129591823793
p234,t10504,0.3840528582180741
p234,t10279,0.45531942593739366
p234,p9945,0.6434924056059785
p234,p1076,0.7153625631843264
p236,a237,0.6886749036379045
p236,a235,0.7211613957434759
p236,v10173,0.21447374894890547
p236,t10324,0.422180699862303
p236,t10216,0.01178755575359749
p236,t10325,0.18830177852805874
p236,t10503,0.04213813511585141
p236,t10504,0.34046668795754026
p236,t10505,0.705171861574746
p236,t10279,0.42726603438603655
p236,p9945,0.5884991997357711
p236,p10068,0.5816105342124348
p236,p1076,0.7252582109683097
p238,a239,0.9265172219541196
p238,a240,0.938620972152556
p238,a241,0.9103459414186775
p238,a242,0.9149457385008848
p238,a243,0.9340950327893023
p238,v10173,0.33478735879490357
p238,t10198,0.626821360462517
p238,t10506,0.7231699736143133
p238,t10463,0.5506785433239091
p238,t10507,0.792238842719327
p244,a245,0.8368585124439245
p244,a246,0.8256667306620357
p244,v10173,0.2538417727241865
p244,t10508,0.1601749304528251
p244,t10419,0.41110769488383514
p244,t10285,0.35150674885051836
p244,t10509,0.42574021914826554
p244,t10510,0.5451560028102073
p244,t10511,0.6475395327303695
p244,t10512,0.5958133506852166
p247,a248,0.9124048345028616
p247,a249,0.9247926780977777
p247,a250,0.9377044259205417
p247,v10173,0.3817596053023074
p247,t10513,0.5906212714849162
p247,t10372,0.3803926366924383
p247,t10514,0.6707141449553579
p247,t10515,0.6260681771528466
p251,a92,0.7466623371993185
p251,a252,0.7366407791237403
p251,a253,0.7714436768554224
p251,a254,0.7440355254579001
p251,v10173,0.2221854816787555
p251,t10196,0.3415632601917777
p251,t10516,0.4614001259186934
p251,t10298,0.49697052121470287
p251,t10517,0.48121744255017457
p251,t10301,0.4083216558279593
p251,t10518,0.6645417164233006
p251,t10322,0.46815861660471975
p251,t10519,0.5573315499253352
p251,t10520,0.5015292974801402
p251,t10521,0.6316776022155286
p251,t10522,0.5830072871214821
p251,t10523,0.7295934468976382
p251,p14678,0.9298377302291229
p255,a256,0.8807118804917909
p255,a257,0.8117020669054437
p255,a258,0.768679161800516
p255,v10173,0.36823945043722794
p255,t10508,0.2692101706660771
p255,t10524,0.613384570461862
p255,t10325,0.30672850363807186
p255,t10525,0.8338045984574667
p255,t10526,0.8464253720540474
p259,a260,0.6114937901934181
p259,a261,0.6517406457393835
p259,a262,0.6214899419992855
p259,a263,0.7279809011442869
p259,a264,0.6124572687331011
p259,a265,0.6631647560600081
p259,a266,0.7484029311079233
p259,a267,0.6867903107188128
p259,v10173,0.18152010839603963
p259,t10460,0.32759728687526274
p259,t10325,0.21463269479790445
p259,t10527,0.24235247954533795
p259,t10284,0.3703832601060052
p259,t10384,0.3621001544223376
p259,t10528,0.3931692345330099
p259,t10529,0.48821357148118266
p259,t10530,0.49419896477374536
p259,p9950,0.839554546371682
p268,a269,0.9000799806964147
p268,a270,0.891290209750106
p268,v10173,0.3274971047730749
p268,t10531,0.8215259259257843
p268,t10532,0.8644242373402276
p268,t10533,0.8509367110554128
p268,t10534,0.6862039723108802
p271,a272,0.9090547469597084
p271,a273,0.8833257399011699
p271,a274,0.9117634806198509
p271,a275,0.7355732806528034
p271,v10173,0.33440376713216435
p271,t10535,0.369604679864434
p271,t10536,0.4670241590510352
p271,t10537,0.7462849116494019
p276,a237,0.8082165664330666
p276,a277,0.7942787379607257
p276,a235,0.792813256343353
p276,a278,0.7412260662089425
p276,a279,0.8303222874562539
p276,a280,0.7412614935520784
p276,a281,0.8050275753974687
p276,v10173,0.33675786376922673
p276,t10260,0.40257796227637505
p276,t10324,0.404223379664099
p276,t10325,0.25589059340783665
p276,t10538,0.4151471144149838
p276,t10505,0.8252919079246015
p276,p1076,0.8630412284285196
p282,a283,0.8178900368794132
p282,a284,0.8563246107575159
p282,a285,0.7924958843559902
p282,v10173,0.31585973723588945
p282,t10383,0.479926547031945
p282,t10417,0.515905188466519
p282,t10539,0.5226233388955507
p282,t10540,0.5322624036485928
p282,t10541,0.7845028962948009
p282,t10542,0.56238922150787
p282,t10543,0.8208834517222228
p282,t10544,0.7505708127621229
p286,a287,0.792863639031912
p286,a288,0.8845433510850984
p286,a289,0.9016349618427321
p286,v10173,0.4610388585394266
p286,t10225,0.21377371470619597
p286,t10545,0.8509001667035201
p286,t10546,0.6404608074211704
p286,t10547,0.8273213189104374
p290,a291,0.8981699867656164
p290,a292,0.8939271723531532
p290,a293,0.8560156657826308
p290,v10173,0.2925806809429256
p290,t10285,0.45433771110655957
p290,t10242,0.5240809036419879
p290,t10263,0.49616833181703907
p290,t10264,0.5231071143964605
p290,t10548,0.48654020327267533
p290,t10549,0.4707984321684272
p294,a295,0.761725677682112
p294,a296,0.8691650051406579
p294,a297,0.9043223114008279
p294,a298,0.843773051722914
p294,v10173,0.3818611874863527
p294,t10225,0.3079072201943594
p294,t10362,0.5792534376916605
p294,t10550,0.6740175118696312
p294,t10341,0.5444757140997757
p299,a300,0.9519763258908049
p299,a301,0.9518304159806125
p299,v10173,0.48624367345749303
p299,t10348,0.6567061798981906
p299,t10551,0.7555053502119045
p299,t10552,0.9538915579619075
p302,a303,0.8203237844071761
p302,v10173,0.2761257060320901
p302,t10553,0.6595913686123194
p302,t10312,0.5493004781289056
p302,t10322,0.5224188426114709
p302,t10554,0.7239627923060764
p302,p14679,0.8968864409519158
p304,a305,0.6675848188490838
p304,a306,0.8259009122778239
p304,a307,0.7158923961285096
p304,v10173,0.3256210075527587
p304,t10508,0.19382922735373856
p304,t10261,0.6451296645614519
p304,t10555,0.4758151863540807
p304,t10556,0.6479387705947097
p304,t10557,0.8523111123280941
p304,t10558,0.8327725898393068
p304,t10559,0.8486165284173941
p308,a116,0.6382584530238649
p308,a309,0.8506335121944806
p308,v10173,0.39773349267981106
p308,t10360,0.6118671996064939
p308,t10560,0.6850832876254835
p308,t10561,0.9047237058357112
p308,t10562,0.9250413324958795
p308,t10563,0.9407287376126272
p308,t10564,0.7751430080992242
p310,a311,0.8727478378553434
p310,a312,0.8725987527001686
p310,a313,0.8283869029446256
p310,a314,0.7812491805603239
p310,a315,0.8471862249186909
p310,v10173,0.34628162086617026
p310,t10508,0.20973450740196886
p310,t10466,0.4949705300712493
p310,t10565,0.47771303765491
p310,t10255,0.5766211187607163
p310,t10566,0.4097841827338496
p310,t10342,0.5661511457056714
