source,target,weight
p66,a61,0.7232348591300689
p66,a63,0.833964020819402
p66,a67,0.88348438706234
p66,a68,0.8118018864439881
p66,a69,0.8743664363960971
p66,a70,0.8760516527492443
p66,a71,0.8964443492414403
p66,v10173,0.5253429622018044
p66,t10254,0.4326287635554818
p66,t10255,0.535114333888793
p66,t10251,0.6224468004380765
p66,t10253,0.741062813460081
p66,t10256,0.67534682240899
p66,t10257,0.5838146165082061
p66,t10258,0.6697597538713611
p66,t10259,0.7688978959738163
p72,a73,0.8062908985136472
p72,v10173,0.4497037127219024
p72,t10260,0.45572020829593846
p72,t10261,0.6425300453208905
p72,t10262,0.4383000388985331
p72,t10263,0.5463206340411632
p72,t10264,0.5396458462288487
p72,t10265,0.6931100223388486
p72,p4395,0.6823571376506349
p72,p5828,0.6066212898163751
p72,p4420,0.6250005787043422
p72,p4628,0.30235874127685297
p72,p4840,0.48177013625048754
p74,a75,0.8336408807797078
p74,a76,0.7234238294731629
p74,v10173,0.360524139092005
p74,t10266,0.5348344063633851
p74,t10267,0.5513152392953364
p74,t10268,0.5385754817660635
p74,t10269,0.5831810634543177
p74,t10270,0.5436804207838728
p74,t10271,0.6674213581101733
p77,a78,0.7102263047451733
p77,a79,0.8032100758989787
p77,v10173,0.4565317945533662
p77,t10272,0.5817754303321983
p77,t10273,0.4488720898575081
p77,t10274,0.71908163933005
p77,t10275,0.551755649373309
p77,t10276,0.8382504382074063
p80,a81,0.914105852537449
p80,a82,0.9146259676376355
p80,v10173,0.49035793787527693
p80,t10277,0.5348063996137771
p80,t10278,0.5936597397226635
p80,t10279,0.5498418636033664
p80,t10280,0.8726632277890882
p83,a84,0.8939742224936872
p83,v10173,0.50464720983252
p83,t10281,0.610124941867549
p83,t10282,0.6536389406733757
p83,t10283,0.887166828939159
p85,a68,0.8820313016227597
p85,a84,0.8511014490118141
p85,v10173,0.518222625678456
p85,t10284,0.5238945597919457
p85,t10285,0.4643945511422357
p85,t10286,0.7028521182283356
p85,t10287,0.883714195992142
p85,t10288,0.773931384132514
p85,t10289,0.8784156115911477
p86,a87,0.8117939266960121
p86,a88,0.8022004722915106
p86,v10173,0.482746454177809
p86,t10225,0.3805872175537601
p86,t10290,0.7391363490961705
p86,t10291,0.6438281354781775
p86,t10231,0.5641733516630647
p86,t10277,0.5401925613638858
p86,t10292,0.6910367623098479
p86,p14670,0.003990080616581038
p86,p4572,0.40617334779510245
p89,a87,0.8103194486267739
p89,a88,0.8161201938066706
p89,v10173,0.505183412380934
p89,t10225,0.4343570921259472
p89,t10293,0.4258994411350454
p89,t10294,0.6932706482466455
p89,t10295,0.6827995229007435
p89,p14670,-0.08925876588316997
p89,p4572,0.5028122348349978
p90,a91,0.7098483846441236
p90,a92,0.7452615503192488
p90,a93,0.904351605029774
p90,v10173,0.4592528212996468
p90,t10216,0.32619799328569227
p90,t10296,0.5483551160472753
p90,t10213,0.5628690675067968
p90,t10297,0.5154308377436206
p90,t10298,0.5181793053133946
p90,t10299,0.4435448995794395
p90,t10241,0.4824994674647468
p90,t10300,0.4207680918753354
p90,t10242,0.4596750894519536
p90,t10301,0.49900859526173796
p90,t10302,0.7275614815715516
p90,t10303,0.6033541185261476
p94,a91,0.8097445401735263
p94,a95,0.9002872995856216
p94,v10173,0.6096817082671402
p94,t10304,0.6022716555361954
p94,t10305,0.7057235025789872
p94,t10306,0.8990310098938417
p96,a97,0.894746228604424
p96,a98,0.8461348812086669
p96,v10173,0.47559256074018985
p96,t10307,0.5894032698952126
p96,t10300,0.3966489721740013
p96,t10308,0.5387960648887576
p96,t10309,0.4765867683343473
p96,t10310,0.4769046870927445
p96,t10311,0.8731537919432396
p99,a60,0.7814104899122813
p99,a100,0.9029587796381005
p99,v10173,0.4947480247865073
p99,t10216,0.3471881771558875
p99,t10312,0.5997668995818944
p99,t10313,0.6608896981324013
p99,t10314,0.8709575178765546
p99,t10315,0.5997970152198693
p99,t10316,0.8686147722930609
p99,t10317,0.8799386924744765
p99,t10318,0.7669205656002238
p101,a102,0.8949766287242614
p101,a103,0.7785698299984933
p101,a104,0.7973880901074085
p101,v10173,0.4606858275487868
p101,t10215,0.7343466319924237
p101,t10310,0.4853211512740895
p101,t10319,0.622388730441089
p101,t10320,0.635647378653405
p101,t10321,0.781572169895795
p101,t10322,0.5066395194576478
p105,a106,0.7697606712164661
p105,a107,0.8040937344306546
p105,a108,0.7679624750555988
p105,a109,0.7521114175331558
p105,v10173,0.5060045158352642
p105,t10310,0.5629478322227571
p105,t10322,0.5997318085846841
p105,t10323,0.6922638537433777
p110,a111,0.9085957944138457
p110,a112,0.9104663384570245
p110,v10173,0.4947421424293989
p110,t10324,0.5138123781522935
p110,t10202,0.5704333821204034
p110,t10325,0.40495549081041965
p110,t10304,0.5343516547363283
p110,t10326,0.4781018357656549
p110,t10327,0.8807988058434016
p110,t10328,0.8783979685742849
p113,a9,0.7757132066190846
p113,a114,0.9214100506977679
p113,v10173,0.4689598618392114
p113,t10329,0.4475724484843258
p113,t10330,0.5115615916834487
p113,t10331,0.7450233981464793
p113,t10332,0.7715158653099388
p113,t10333,0.7882277746068723
p113,t10334,0.8823230921604938
p113,t10335,0.6343330610506991
p115,a116,0.7067502381119782
p115,a117,0.7456479173001915
p115,a118,0.9093306387699037
p115,v10173,0.5210922599866434
p115,t10336,0.6702734569076053
p115,t10301,0.5670003490935019
p115,t10337,0.8679994303973035
p115,t10338,0.8255482216434027
p115,t10339,0.8955353891746441
p115,t10340,0.736964672951816
p115,t10341,0.5272171685723049
p115,t10342,0.603786011046449
p119,a120,0.7899752279123577
p119,a121,0.7253407301670174
p119,v10173,0.38118378872974046
p119,t10343,0.40227152070089983
p119,t10209,0.48301566872514246
p119,t10344,0.5003894661856398
p119,t10263,0.5121184968528626
p119,t10264,0.5088105332188511
p119,t10345,0.5193810493920523
p119,t10346,0.6165001116715345
p119,p4633,0.5252983561667451
p122,a123,0.7447487094456733
p122,a124,0.6762595696000988
p122,a125,0.9060418897453901
p122,v10173,0.3932958630038388
p122,t10347,0.4598743560724855
p122,t10216,0.3356016627385734
p122,t10348,0.42393584148061947
p122,t10349,0.7828023162765683
p122,t10350,0.5885885955019455
p122,t10310,0.469220354573826
p122,t10351,0.5406845797498403
p122,t10335,0.5606923531894382
p122,t10352,0.7012624960023569
p122,t10353,0.7819520388450973
p122,t10354,0.8663481382406447
p126,a127,0.7561340020406507
p126,a128,0.9395383654912349
p126,v10173,0.5338916198449888
p126,t10355,0.6479829750410739
p126,t10356,0.7515908988443863
p126,t10357,0.9091577231379392
p126,t10358,0.8316381511505919
p129,a130,0.7470539895159554
p129,a131,0.7488590331780987
p129,v10173,0.4101840319299779
p129,t10225,0.4394907582133801
p129,t10359,0.5359405014637604
p129,t10293,0.3904975845263472
p129,t10360,0.4878528221216844
p129,t10361,0.7107338851707132
p129,t10362,0.5509578238503057
p129,t10363,0.7199691218364447
p129,t10364,0.6929148906279323
p129,p14670,0.06554473358063884
p132,a133,0.8589267607611002
p132,a134,0.8436664561117738
p132,a135,0.8889798286246487
p132,a136,0.8903811001997838
p132,a137,0.8345302589785633
p132,a138,0.9003753942013452
p132,a139,0.9070626962084134
p132,a140,0.8829131095659145
p132,a141,0.8925503515246624
p132,a142,0.9043628425728855
p132,a143,0.8891681807611123
p132,v10173,0.5070284717897181
p132,t10225,0.41829087088413563
p132,t10365,0.46409789574129295
p132,t10304,0.5259274233851555
p132,t10366,0.6257065410102357
p144,a133,0.8924930356546376
p144,a134,0.8776566320911945
p144,a137,0.8995125318484987
p144,v10173,0.44297282391303966
p144,t10260,0.4202405838171183
p144,t10367,0.6356637961297579
p144,t10284,0.4837945991827046
p144,t10368,0.44437435689214255
p144,t10369,0.5488841809491724
p144,t10370,0.4816375774894963
p144,t10371,0.655489729701421
p145,a117,0.7028150848230607
p145,a146,0.8963315940754443
p145,v10173,0.5117682451590779
p145,t10307,0.5867542578558465
p145,t10372,0.46047964758791676
p145,t10373,0.5675116032663274
p145,t10374,0.8772973713885366
p145,t10375,0.8704444325306402
p145,p14671,-0.05327124549908475
p147,a148,0.7958355469302917
p147,a149,0.8628559354415891
p147,a150,0.842837721330888
p147,v10173,0.5172945004130398
p147,t10254,0.49146515333887336
p147,t10376,0.5762994434078631
p147,t10377,0.763296772215793
p151,a152,0.8705176794464492
p151,a153,0.8266191424672137
p151,a154,0.8563199955212409
p151,a155,0.7154255375102113
p151,v10173,0.4658418379901909
p151,t10378,0.5547357654250721
p151,t10296,0.5552609777562899
p151,t10379,0.5143467522233724
p151,t10380,0.5567746876542728
p151,t10381,0.6578178369017764
p151,t10382,0.7503702517372035
p156,a157,0.9108141981768946
p156,a158,0.7716472166003987
p156,a159,0.7798278399343989
p156,v10173,0.43512731144192973
p156,t10225,0.3580227463351146
p156,t10383,0.5200004546228968
p156,t10299,0.4371343894436856
p156,t10384,0.4923691813108566
p156,t10252,0.46097200029449337
p156,t10385,0.44581584485152004
p156,t10386,0.538119010217375
p156,t10303,0.568760687826831
p156,t10387,0.712719747393886
p156,p6368,0.554396487886465
p160,a161,0.6659446847251589
p160,a162,0.8310604553200304
p160,a163,0.9128092842516391
p160,v10173,0.4336813651270863
p160,t10388,0.5655648124426595
p160,t10389,0.5875444921884707
p160,t10390,0.6760408608179622
p160,t10236,0.6185162903219277
p160,t10391,0.7685649899440963
p160,t10392,0.6299734141444966
p160,t10393,0.7656810947041456
p164,a165,0.8224644462021834
p164,a166,0.9057900045416857
p164,a167,0.8056179083266692
p164,a168,0.8828836860257543
p164,v10173,0.4911609249251899
p164,t10394,0.7195593209148298
p164,t10296,0.5503715702970737
p164,t10395,0.767437975344423
p164,t10396,0.800345460148488
p164,t10397,0.7071012339569996
p164,t10398,0.7837988606983696
p169,a170,0.9194543007142786
p169,a171,0.9215074865234857
p169,a172,0.9248547035513587
p169,a173,0.9345216460669632
p169,a174,0.9165570538887011
p169,v10173,0.6399170412103339
p169,t10399,0.9107939474116046
p169,t10400,0.8320982105376783
p175,a176,0.8137266354199153
p175,a177,0.9016968538542758
p175,a178,0.9274631780236781
p175,v10173,0.4569387116493331
p175,t10225,0.37810413591873326
p175,t10383,0.5008022629004252
p175,t10343,0.394105166078382
p175,t10230,0.524342569133916
p175,t10401,0.49299727610260663
p175,t10402,0.506438667712167
p175,t10403,0.5976469678521426
p175,t10404,0.5085925581628928
p179,a12,0.8014311125993393
p179,a13,0.7837396570707381
p179,a15,0.8033693157049854
p179,a16,0.8332152133769241
p179,a17,0.7921051205669635
p179,v10173,0.49175354215737394
p179,t10192,0.6067793656881622
p179,t10193,0.6286494104647425
p179,t10202,0.625165883464842
p179,t10405,0.5704798917717084
p179,t10406,0.7676262027866877
p179,t10407,0.743372125247176
p179,p14672,0.15102539389508832
p180,a181,0.949337423653377
p180,v10173,0.4720394014735113
p180,t10365,0.4105239268407573
p180,t10254,0.46848537452461486
p180,t10408,0.873791687399839
p180,t10409,0.5945106904555804
p180,t10410,0.664746440883867
p180,t10411,0.8436760140316361
p180,t10412,0.6004668209562456
p180,t10413,0.6611660457037509
p180,t10414,0.870542177850985
p180,t10415,0.7372308667040636
p182,a183,0.8064439666348243
p182,a184,0.9265142766459648
p182,v10173,0.4852463446162191
p182,t10416,0.6301069798710246
p182,t10260,0.5156307268544484
p182,t10417,0.574784851170911
p182,t10224,0.49094981080913863
p182,p14673,0.0274921272279918
p185,a186,0.719180976739235
p185,a187,0.9299336995036482
p185,v10173,0.4297722605515771
p185,t10418,0.3935492341078223
p185,t10419,0.4900706926389996
p185,t10420,0.5464172155500681
p185,t10421,0.5440429242942948
p185,t10422,0.7612561450315085
p185,t10423,0.4755647210242548
p188,a189,0.9422477442280834
p188,v10173,0.4729792185642248
p188,t10225,0.46947857830236367
p188,t10325,0.4414470584867345
p188,t10424,0.5273585378558351
p188,t10425,0.6169482113087912
p188,t10426,0.5680794630182179
p190,a191,0.6939707048129798
p190,a192,0.8651680764900647
p190,v10173,0.4919624090121576
p190,t10416,0.587261355195686
p190,t10427,0.5039125700502382
p190,t10428,0.6902415843351738
p190,t10312,0.5227371837758865
p190,t10429,0.42399711233180654
p190,t10430,0.7220325341056749
p193,a194,0.8300258208495856
p193,v10173,0.5235622110070817
p193,t10431,0.5960928741758883
p193,t10432,0.5914137655349073
p193,t10320,0.7204221126976559
p193,t10381,0.6765502427118233
p193,t10433,0.8876447200322117
p195,a196,0.9276824086750565
p195,a197,0.9151871330932175
p195,a198,0.8494230576520467
p195,v10173,0.4402614785406487
p195,t10434,0.485335031156836
p195,t10417,0.4784812457081254
p195,t10435,0.5006019713910626
p195,t10436,0.4649714520072343
p195,t10237,0.5334411571931064
p195,t10437,0.7327079326655498
p195,t10438,0.7150384141059968
p195,t10439,0.8156692572150549
p199,a200,0.7581964365485341
p199,v10173,0.4835347235633033
p199,t10242,0.6159656481052171
p199,t10243,0.6695755741781264
p199,t10440,0.6314115926085708
p199,t10441,0.7361927632925461
p201,a200,0.6876803233629569
p201,a116,0.7014883667871099
p201,a202,0.9040610221488302
p201,v10173,0.4853930842038484
p201,t10336,0.5942982754229801
p201,t10442,0.4726801019269517
p201,t10443,0.5798994010425739
p201,t10342,0.5733594710709453
p201,t10444,0.6838340949919729
p203,a200,0.7034676531809614
p203,a116,0.7161418632627029
p203,v10173,0.4074483099811501
p203,t10445,0.4301041889706897
p203,t10446,0.5592103679729863
p203,t10241,0.4994714635384044
p203,t10245,0.5105594996996968
p203,t10447,0.4309753598669989
p203,t10448,0.5801218053687183
p203,t10449,0.8548019310111656
p203,t10450,0.7185520204375118
p203,t10451,0.753589598160605
p203,t10452,0.5471464805878729
p203,t10453,0.6173442947885043
p203,t10454,0.7323644768694499
p203,t10455,0.8678188308352875
p203,p14674,-0.08465404797578371
p204,a200,0.776524574144412
p204,a116,0.7686460818112747
p204,v10173,0.5572346883032565
p204,t10456,0.7243687365314853
p204,t10457,0.7037353193173037
p204,t10458,0.7277561838592416
p204,t10459,0.8859351260416672
p205,a200,0.759002653627124
p205,a116,0.716276316188392
p205,v10173,0.4267184159381501
p205,t10460,0.4266083785637492
p205,t10461,0.5924275753919981
p205,t10462,0.6213649650965598
p205,t10463,0.586494027246789
p205,t10440,0.6307946562578636
p205,t10464,0.8550253994836193
p205,t10465,0.6331451140897226
p206,a207,0.9223677954398503
p206,a208,0.9044838362665506
p206,a209,0.7383320083697368
p206,v10173,0.42974198751430176
p206,t10466,0.531706371741242
p206,t10467,0.48063302133757646
p206,t10468,0.6354472024711415
p206,t10469,0.42022626887487485
p206,t10470,0.4847438556359834
p206,t10471,0.4263269114920935
p206,t10472,0.61810436400887
p206,t10473,0.6354389218980397
p210,a211,0.8346955928228303
p210,a212,0.8719743549846928
p210,a213,0.8820940564757568
p210,a214,0.9044143768188836
p210,v10173,0.4712922236120028
p210,t10260,0.5102958823972931
p210,t10474,0.6970777490590929
p210,t10475,0.6606909059713942
p210,t10468,0.6878172036725764
p210,t10320,0.6460793793186288
p210,t10476,0.7357859503716702
p210,t10477,0.8736815368186086
p215,a211,0.811599348289059
p215,a212,0.8504965654327666
p215,a216,0.900672962048791
p215,a217,0.9068720960915857
p215,a218,0.8998079610258195
p215,v10173,0.5223034236239504
p215,t10254,0.5151870204026686
p215,t10478,0.7560315267765094
p215,t10479,0.6866194695638949
p219,a220,0.8891679847013091
p219,a221,0.9040920777379052
p219,a222,0.7332030337475535
p219,a223,0.8970553915595393
p219,v10173,0.45055825479978234
p219,t10480,0.41656935400470546
p219,t10417,0.5356229950155227
p219,t10481,0.5598831302071673
p219,t10300,0.46676326657587996
p219,t10430,0.6893839823910266
p219,t10482,0.8608835457099194
p219,t10483,0.7645839629636894
p219,p14675,-0.14437088804335027
p224,a121,0.6944466910974714
p224,a225,0.816937203866784
p224,v10173,0.43425376703988067
p224,t10442,0.45638813139897766
p224,t10484,0.5218931668262357
p224,t10485,0.5438687793939796
p224,t10486,0.6217262070033645
p224,t10487,0.6577121933663683
p224,t10488,0.6123759919051415
p224,p14676,-0.029736770257668122
p224,p4633,0.5097876907292271
p226,a227,0.7411723816044348
p226,a228,0.9201300953138949
p226,v10173,0.44578779552934805
p226,t10489,0.4493437991274244
p226,t10368,0.4610388935252048
p226,t10268,0.5381701734098888
p226,t10490,0.5528937352539668
p226,t10440,0.61996143892105
p226,t10491,0.8533083633343019
p229,a230,0.7878578261941948
p229,v10173,0.39328355544568744
p229,t10277,0.49343166130064425
p229,t10492,0.5328072334272286
p229,t10493,0.649921715673495
p229,t10494,0.5629450390269927
p229,t10495,0.4764847649563528
p229,t10496,0.6085923456787888
p231,a232,0.9300584620506841
p231,a233,0.9145379603464313
p231,v10173,0.5402194858893794
p231,t10347,0.5759096014213495
p231,t10497,0.5777501549832309
p231,t10498,0.8717368511633369
p231,t10499,0.8940884610800851
p231,t10500,0.8829950785217517
p231,t10501,0.5182270830154465
p231,t10502,0.6976661491029809
p231,p14677,0.06987650308758102
p234,a235,0.878772093345174
p234,v10173,0.5048794104920137
p234,t10324,0.5474709730960822
p234,t10325,0.3845022032587673
p234,t10503,0.30684779679734264
p234,t10504,0.5707199521085933
p234,t10279,0.5583286101583234
p234,p9945,0.23759605616816584
p234,p1076,0.6225203603805964
p236,a237,0.7978979789393008
p236,a235,0.8711101943311449
p236,v10173,0.4959779364576624
p236,t10324,0.4936253954628189
p236,t10216,0.3253956870402022
p236,t10325,0.38434882861258607
p236,t10503,0.26059901897161
p236,t10504,0.522093998531176
p236,t10505,0.7824126042054774
p236,t10279,0.5580114951002731
p236,p9945,0.3081604025431308
p236,p10068,0.1466812055814368
p236,p1076,0.6571158788811778
p238,a239,0.867748999439641
p238,a240,0.8966673924087581
p238,a241,0.8889825015071594
p238,a242,0.9052001339445227
p238,a243,0.8776997858492989
p238,v10173,0.4998469946338064
p238,t10198,0.5843802861442098
p238,t10506,0.7058021488709972
p238,t10463,0.6008601910630403
p238,t10507,0.7553842181300754
p244,a245,0.9269123787489241
p244,a246,0.8296656917220941
p244,v10173,0.4326510061413434
p244,t10508,0.3611842103584432
p244,t10419,0.4451948448896057
p244,t10285,0.39092010517820514
p244,t10509,0.4918834317433145
p244,t10510,0.5997643793418208
p244,t10511,0.6267165947084322
p244,t10512,0.6315756976177296
p247,a248,0.9115502897008146
p247,a249,0.9196194274450014
p247,a250,0.9105796396600221
p247,v10173,0.5323444198195977
p247,t10513,0.5300675223799679
p247,t10372,0.46783605469348355
p247,t10514,0.6396924533053568
p247,t10515,0.5875283692574198
p251,a92,0.7740344838812973
p251,a252,0.7960333304854186
p251,a253,0.8664755758859651
p251,a254,0.8047333723251323
p251,v10173,0.4177949076925475
p251,t10196,0.49761468626077837
p251,t10516,0.48155378695897616
p251,t10298,0.5069685580661968
p251,t10517,0.554111232642671
p251,t10301,0.4637296708806547
p251,t10518,0.6870874223614669
p251,t10322,0.49223288278277627
p251,t10519,0.6239127632925232
p251,t10520,0.5880066191807662
p251,t10521,0.6629482095092456
p251,t10522,0.5984019137562089
p251,t10523,0.8760293916956893
p251,p14678,0.02166339043274405
p255,a256,0.8963414136124562
p255,a257,0.8908749824357287
p255,a258,0.7575653481234322
p255,v10173,0.5397797853496196
p255,t10508,0.42234696546805545
p255,t10524,0.616417202930858
p255,t10325,0.45421054307682623
p255,t10525,0.8690892799105117
p255,t10526,0.8809181041725145
p259,a260,0.7082610599688117
p259,a261,0.7255305136421477
p259,a262,0.8738577223776539
p259,a263,0.7930524934533536
p259,a264,0.8464062895676748
p259,a265,0.8394573826835127
p259,a266,0.7879609703628391
p259,a267,0.8301923275711801
p259,v10173,0.4388959793327034
p259,t10460,0.47979584617440874
p259,t10325,0.34537473959741866
p259,t10527,0.3851138839032096
p259,t10284,0.48625120177357894
p259,t10384,0.5167319390696434
p259,t10528,0.4654439748338635
p259,t10529,0.620320832420215
p259,t10530,0.527245280528887
p259,p9950,0.7463539234346895
p268,a269,0.893054670401821
p268,a270,0.8636838013595611
p268,v10173,0.4886353250243274
p268,t10531,0.7311050340172999
p268,t10532,0.736823258258352
p268,t10533,0.7397717262584963
p268,t10534,0.6698672176496981
p271,a272,0.9059819600723055
p271,a273,0.8732122823308431
p271,a274,0.8993474601497508
p271,a275,0.7708987751753591
p271,v10173,0.5164883191079439
p271,t10535,0.5020969496467727
p271,t10536,0.5134837234181466
p271,t10537,0.7174449264094128
p276,a237,0.8039865015015735
p276,a277,0.7881373430303644
p276,a235,0.7434813128631371
p276,a278,0.7712904570549565
p276,a279,0.8963045438893326
p276,a280,0.8948377506731086
p276,a281,0.7892325996925627
p276,v10173,0.5478577396776964
p276,t10260,0.4296140710981718
p276,t10324,0.4959715870416295
p276,t10325,0.43502518580935046
p276,t10538,0.6289772615671553
p276,t10505,0.802247784676269
p276,p1076,0.682312668665802
p282,a283,0.8152569879845158
p282,a284,0.8846922526789504
p282,a285,0.8087196555307704
p282,v10173,0.4029757248579861
p282,t10383,0.4954134717351634
p282,t10417,0.5188493009787106
p282,t10539,0.5378362445361545
p282,t10540,0.5081968130246622
p282,t10541,0.7301166607122748
p282,t10542,0.5857652301610496
p282,t10543,0.739229406926026
p282,t10544,0.7274021371588429
p286,a287,0.8516361182993573
p286,a288,0.8992593340009938
p286,a289,0.8835291717783578
p286,v10173,0.5131290139445583
p286,t10225,0.4483760861380677
p286,t10545,0.8275997360175034
p286,t10546,0.70936969574204
p286,t10547,0.7716031459610075
p290,a291,0.9234313518253375
p290,a292,0.9153585829123208
p290,a293,0.911094130130247
p290,v10173,0.48846118145790157
p290,t10285,0.42432652519159153
p290,t10242,0.517334711248031
p290,t10263,0.5596297197908051
p290,t10264,0.4942866307767216
p290,t10548,0.5320568275492407
p290,t10549,0.507678734357117
p294,a295,0.7918514795462667
p294,a296,0.897313240557134
p294,a297,0.8990661892540159
p294,a298,0.8315265847646373
p294,v10173,0.500892753616121
p294,t10225,0.4199275375872916
p294,t10362,0.6234336962140691
p294,t10550,0.6225906615564375
p294,t10341,0.5713052870262342
p299,a300,0.9526509290477463
p299,a301,0.9485262580110787
p299,v10173,0.6255004858167699
p299,t10348,0.5658646203649931
p299,t10551,0.6436685808802142
p299,t10552,0.9145945115936843
p302,a303,0.9293286489273296
p302,v10173,0.553624814695148
p302,t10553,0.6796926961428638
p302,t10312,0.6176666757185709
p302,t10322,0.5590145649412707
p302,t10554,0.752484324873425
p302,p14679,0.10371333306663716
p304,a305,0.7343822570305466
p304,a306,0.9031035634479898
p304,a307,0.7748871702376027
p304,v10173,0.4440059993904473
p304,t10508,0.39215578479994423
p304,t10261,0.7099911189913314
p304,t10555,0.5072588908976741
p304,t10556,0.7068754073872627
p304,t10557,0.8785534339011489
p304,t10558,0.8133949545394515
p304,t10559,0.8174438886512001
p308,a116,0.7127602663093942
p308,a309,0.8666004260884759
p308,v10173,0.5463037191514037
p308,t10360,0.5939185042073817
p308,t10560,0.6745725384583504
p308,t10561,0.896014627888231
p308,t10562,0.898343328735821
p308,t10563,0.8862826889509912
p308,t10564,0.7776302886987393
p310,a311,0.8746455041630216
p310,a312,0.8955993223880985
p310,a313,0.8879124450864455
p310,a314,0.8832354969227609
p310,a315,0.8578053243068281
p310,v10173,0.5074942947434751
p310,t10508,0.34201089940300905
p310,t10466,0.4928469231198356
p310,t10565,0.47558874199702467
p310,t10255,0.5127916061915344
p310,t10566,0.46203157942583367
p310,t10342,0.5946447300208002
p310,t10567,0.8755604276123481
