nodeID;communityID;color;type
u_1600;3;#440256;user
a_1412;0;#440154;artist
u_58;3;#440256;user
u_545;3;#440256;user
t_3507;0;#440154;tag
u_2037;3;#440256;user
t_297;107;#404688;tag
u_1102;3;#440256;user
a_295;3;#440256;artist
a_701;3;#440256;artist
t_513;2;#440154;tag
a_234;0;#440154;artist
t_1198;1;#440154;tag
u_1253;3;#440256;user
t_2192;2;#440154;tag
u_339;3;#440256;user
a_1001;2;#440154;artist
u_256;3;#440256;user
t_1210;0;#440154;tag
u_1132;3;#440256;user
a_377;0;#440154;artist
u_129;3;#440256;user
a_173;1;#440154;artist
u_911;3;#440256;user
a_291;3;#440256;artist
t_197;5;#450457;tag
t_4430;6;#450559;tag
t_189;2;#440154;tag
u_1356;3;#440256;user
t_738;0;#440154;tag
a_418;1;#440154;artist
u_941;3;#440256;user
t_70;117;#3e4c8a;tag
u_1597;1;#440154;user
t_164;3;#440256;tag
t_1593;2;#440154;tag
a_306;3;#440256;artist
u_2018;3;#440256;user
u_1343;2;#440154;user
t_1955;15;#460b5e;tag
t_3829;1;#440154;tag
u_1869;3;#440256;user
u_355;3;#440256;user
u_1069;3;#440256;user
u_1488;0;#440154;user
u_1145;3;#440256;user
t_2064;1;#440154;tag
u_621;3;#440256;user
a_220;0;#440154;artist
t_7937;3;#440256;tag
t_9823;1;#440154;tag
t_2887;2;#440154;tag
u_310;3;#440256;user
u_1213;2;#440154;user
u_481;3;#440256;user
u_143;2;#440154;user
a_293;3;#440256;artist
t_588;4;#440256;tag
u_815;3;#440256;user
t_792;2;#440154;tag
u_723;3;#440256;user
a_59;2;#440154;artist
a_533;1;#440154;artist
t_160;1;#440154;tag
u_859;2;#440154;user
a_917;0;#440154;artist
a_466;3;#440256;artist
t_1316;216;#277e8e;tag
a_56;1;#440154;artist
u_852;3;#440256;user
u_1659;3;#440256;user
t_8052;0;#440154;tag
u_162;3;#440256;user
u_569;3;#440256;user
a_1244;0;#440154;artist
u_1453;3;#440256;user
u_1690;3;#440256;user
u_419;3;#440256;user
u_636;3;#440256;user
u_884;3;#440256;user
a_230;0;#440154;artist
a_257;3;#440256;artist
u_966;3;#440256;user
u_795;3;#440256;user
u_930;3;#440256;user
a_511;1;#440154;artist
t_2525;4;#440256;tag
a_461;3;#440256;artist
u_271;3;#440256;user
t_394;0;#440154;tag
a_441;1;#440154;artist
t_1219;20;#471063;tag
t_6162;5;#450457;tag
u_1001;3;#440256;user
u_1773;3;#440256;user
u_1445;3;#440256;user
a_424;1;#440154;artist
t_4258;7;#450559;tag
a_217;1;#440154;artist
u_1560;3;#440256;user
u_527;3;#440256;user
a_735;0;#440154;artist
u_198;0;#440154;user
a_486;0;#440154;artist
u_1130;1;#440154;user
u_1283;3;#440256;user
a_298;3;#440256;artist
a_302;3;#440256;artist
u_1662;3;#440256;user
u_1263;3;#440256;user
a_982;0;#440154;artist
a_429;1;#440154;artist
u_593;3;#440256;user
u_534;3;#440256;user
t_6645;6;#450559;tag
a_299;3;#440256;artist
a_228;1;#440154;artist
a_226;1;#440154;artist
u_413;3;#440256;user
u_1308;3;#440256;user
t_12642;1;#440154;tag
a_7;0;#440154;artist
u_2061;3;#440256;user
u_414;3;#440256;user
u_1742;3;#440256;user
u_1164;2;#440154;user
a_1400;1;#440154;artist
u_227;3;#440256;user
a_233;0;#440154;artist
a_1090;1;#440154;artist
u_2020;3;#440256;user
u_1027;3;#440256;user
u_1249;2;#440154;user
t_1372;0;#440154;tag
t_543;0;#440154;tag
a_538;3;#440256;artist
u_1973;3;#440256;user
a_689;3;#440256;artist
u_1184;3;#440256;user
u_1780;3;#440256;user
u_421;3;#440256;user
t_3555;5;#450457;tag
u_1625;4;#440256;user
a_709;1;#440154;artist
u_385;3;#440256;user
u_1230;80;#453781;user
a_683;1;#440154;artist
u_1515;3;#440256;user
a_1249;0;#440154;artist
u_133;3;#440256;user
t_8500;2;#440154;tag
u_1179;3;#440256;user
u_499;2;#440154;user
a_172;2;#440154;artist
a_903;3;#440256;artist
u_136;3;#440256;user
t_1951;2;#440154;tag
u_142;2;#440154;user
u_146;3;#440256;user
u_470;3;#440256;user
t_414;0;#440154;tag
u_503;3;#440256;user
u_1017;3;#440256;user
u_311;3;#440256;user
a_344;3;#440256;artist
u_451;3;#440256;user
a_706;0;#440154;artist
a_70;1;#440154;artist
a_718;1;#440154;artist
t_5329;1;#440154;tag
t_2197;2;#440154;tag
t_8501;0;#440154;tag
a_4118;1;#440154;artist
u_1365;3;#440256;user
u_490;3;#440256;user
u_1761;134;#39558c;user
t_2215;220;#27808e;tag
a_1246;3;#440256;artist
t_124;15;#460b5e;tag
u_400;3;#440256;user
a_2346;0;#440154;artist
u_258;3;#440256;user
a_918;0;#440154;artist
u_59;2;#440154;user
u_1880;3;#440256;user
a_212;1;#440154;artist
u_150;3;#440256;user
u_1670;0;#440154;user
a_285;3;#440256;artist
t_8505;243;#228b8d;tag
u_646;3;#440256;user
t_1351;4;#440256;tag
u_120;3;#440256;user
a_412;0;#440154;artist
a_16875;103;#414487;artist
u_79;3;#440256;user
u_1606;3;#440256;user
u_847;3;#440256;user
a_997;2;#440154;artist
t_12639;137;#38588c;tag
u_572;3;#440256;user
u_1813;3;#440256;user
u_340;3;#440256;user
u_1785;1;#440154;user
t_1682;0;#440154;tag
u_1879;0;#440154;user
a_325;3;#440256;artist
a_863;1;#440154;artist
a_238;1;#440154;artist
a_1358;0;#440154;artist
a_518;3;#440256;artist
t_1640;4;#440256;tag
u_1071;3;#440256;user
a_951;0;#440154;artist
u_732;3;#440256;user
a_2343;0;#440154;artist
a_1513;0;#440154;artist
u_302;3;#440256;user
u_1856;3;#440256;user
u_247;0;#440154;user
a_203;1;#440154;artist
u_862;3;#440256;user
a_681;3;#440256;artist
a_1464;2;#440154;artist
a_972;3;#440256;artist
t_145;3;#440256;tag
u_1632;3;#440256;user
a_199;1;#440154;artist
t_198;0;#440154;tag
t_619;0;#440154;tag
u_531;3;#440256;user
t_1767;6;#450559;tag
a_198;0;#440154;artist
u_1332;3;#440256;user
a_1048;1;#440154;artist
t_42;2;#440154;tag
a_15974;0;#440154;artist
t_9825;1;#440154;tag
a_464;3;#440256;artist
u_538;3;#440256;user
u_1033;3;#440256;user
u_655;100;#414287;user
u_399;3;#440256;user
a_930;0;#440154;artist
a_525;3;#440256;artist
a_301;3;#440256;artist
a_58;2;#440154;artist
u_1832;1;#440154;user
u_761;2;#440154;user
u_1072;3;#440256;user
a_475;3;#440256;artist
a_1369;0;#440154;artist
u_253;3;#440256;user
u_1113;3;#440256;user
t_1017;1;#440154;tag
t_1387;6;#450559;tag
a_88;1;#440154;artist
a_355;3;#440256;artist
u_632;3;#440256;user
t_1734;3;#440256;tag
u_211;2;#440154;user
u_1801;4;#440256;user
u_437;3;#440256;user
u_1898;3;#440256;user
a_691;3;#440256;artist
u_207;3;#440256;user
u_2087;3;#440256;user
a_1372;0;#440154;artist
u_99;2;#440154;user
t_1247;189;#2c718e;tag
a_868;0;#440154;artist
a_310;3;#440256;artist
u_1189;3;#440256;user
a_209;0;#440154;artist
t_12220;4;#440256;tag
a_225;1;#440154;artist
u_571;3;#440256;user
u_49;3;#440256;user
a_1106;1;#440154;artist
u_1709;0;#440154;user
a_81;1;#440154;artist
a_1414;2;#440154;artist
a_546;3;#440256;artist
u_329;3;#440256;user
a_679;3;#440256;artist
u_1567;3;#440256;user
t_3925;31;#481769;tag
u_1146;3;#440256;user
a_349;3;#440256;artist
u_1811;3;#440256;user
u_2088;3;#440256;user
t_4523;2;#440154;tag
u_1437;3;#440256;user
u_212;0;#440154;user
a_1073;2;#440154;artist
t_907;2;#440154;tag
a_436;1;#440154;artist
u_12;3;#440256;user
u_816;3;#440256;user
u_808;3;#440256;user
u_1471;3;#440256;user
u_145;3;#440256;user
u_1198;3;#440256;user
u_1369;3;#440256;user
a_2044;4;#440256;artist
u_1628;3;#440256;user
u_370;1;#440154;user
a_182;1;#440154;artist
u_717;3;#440256;user
a_614;0;#440154;artist
a_176;0;#440154;artist
a_534;3;#440256;artist
t_1973;15;#460b5e;tag
a_1239;1;#440154;artist
u_690;3;#440256;user
u_743;219;#27808e;user
u_1660;0;#440154;user
a_715;1;#440154;artist
u_830;3;#440256;user
a_1639;0;#440154;artist
a_969;1;#440154;artist
a_4355;221;#26818e;artist
a_3200;1;#440154;artist
t_9972;2;#440154;tag
u_2042;0;#440154;user
u_1646;3;#440256;user
t_2204;1;#440154;tag
u_231;3;#440256;user
a_318;3;#440256;artist
a_1243;3;#440256;artist
a_187;2;#440154;artist
a_716;1;#440154;artist
u_684;3;#440256;user
a_316;3;#440256;artist
t_6824;7;#450559;tag
a_324;3;#440256;artist
a_15250;4;#440256;artist
u_1535;3;#440256;user
u_415;3;#440256;user
u_1476;3;#440256;user
u_778;3;#440256;user
a_985;2;#440154;artist
a_1044;0;#440154;artist
a_425;1;#440154;artist
a_53;1;#440154;artist
a_3110;1;#440154;artist
u_51;0;#440154;user
a_1375;1;#440154;artist
t_8499;2;#440154;tag
a_14123;176;#2f6b8e;artist
u_612;3;#440256;user
t_842;1;#440154;tag
t_3586;228;#25838e;tag
u_581;3;#440256;user
u_1965;3;#440256;user
a_1131;0;#440154;artist
u_1135;3;#440256;user
t_1870;2;#440154;tag
u_1616;3;#440256;user
u_158;3;#440256;user
t_8310;3;#440256;tag
a_1079;2;#440154;artist
u_1803;3;#440256;user
t_2458;4;#440256;tag
a_728;0;#440154;artist
u_925;0;#440154;user
a_3057;1;#440154;artist
u_486;3;#440256;user
u_2036;145;#365c8d;user
t_2141;38;#481c6e;tag
u_1002;3;#440256;user
a_1104;0;#440154;artist
a_1043;3;#440256;artist
a_1116;0;#440154;artist
t_4922;2;#440154;tag
a_1510;1;#440154;artist
u_1457;3;#440256;user
a_1377;1;#440154;artist
u_378;0;#440154;user
a_877;2;#440154;artist
u_280;3;#440256;user
a_512;0;#440154;artist
t_8502;0;#440154;tag
t_1025;0;#440154;tag
a_1062;2;#440154;artist
u_1150;6;#450559;user
a_1424;1;#440154;artist
u_214;3;#440256;user
u_1310;3;#440256;user
u_1034;3;#440256;user
u_1666;3;#440256;user
u_1054;1;#440154;user
u_1642;2;#440154;user
a_961;1;#440154;artist
t_5939;0;#440154;tag
a_206;1;#440154;artist
u_1301;3;#440256;user
u_1956;2;#440154;user
u_638;3;#440256;user
u_2039;1;#440154;user
a_562;0;#440154;artist
a_854;0;#440154;artist
u_1653;2;#440154;user
t_2938;1;#440154;tag
a_612;1;#440154;artist
a_704;3;#440256;artist
t_9429;2;#440154;tag
t_4530;1;#440154;tag
a_966;0;#440154;artist
a_10299;0;#440154;artist
u_1766;3;#440256;user
t_696;2;#440154;tag
u_1106;3;#440256;user
u_1056;3;#440256;user
u_726;144;#375b8d;user
a_802;3;#440256;artist
a_1810;0;#440154;artist
u_2059;3;#440256;user
t_891;2;#440154;tag
a_1803;0;#440154;artist
a_1632;1;#440154;artist
a_523;3;#440256;artist
a_15675;4;#440256;artist
u_275;2;#440154;user
u_128;2;#440154;user
u_757;3;#440256;user
a_540;0;#440154;artist
a_857;0;#440154;artist
u_917;1;#440154;user
a_504;0;#440154;artist
u_1820;3;#440256;user
a_188;0;#440154;artist
u_1087;1;#440154;user
u_2006;4;#440256;user
u_1278;3;#440256;user
a_703;1;#440154;artist
t_4046;30;#481769;tag
a_1099;0;#440154;artist
a_1520;1;#440154;artist
u_609;3;#440256;user
u_343;0;#440154;user
a_732;0;#440154;artist
u_1053;3;#440256;user
a_440;1;#440154;artist
a_544;3;#440256;artist
u_157;0;#440154;user
a_71;3;#440256;artist
u_132;3;#440256;user
a_331;3;#440256;artist
a_481;3;#440256;artist
a_12002;1;#440154;artist
u_1706;227;#25838e;user
a_757;1;#440154;artist
a_191;3;#440256;artist
u_195;1;#440154;user
u_1080;3;#440256;user
t_9829;3;#440256;tag
a_1974;0;#440154;artist
t_7286;0;#440154;tag
u_2021;3;#440256;user
t_2199;0;#440154;tag
u_674;3;#440256;user
u_1918;1;#440154;user
u_210;2;#440154;user
a_1504;1;#440154;artist
t_546;4;#440256;tag
u_2000;3;#440256;user
a_1034;3;#440256;artist
a_328;3;#440256;artist
u_1104;3;#440256;user
u_1058;3;#440256;user
a_1242;1;#440154;artist
u_1380;0;#440154;user
a_1934;3;#440256;artist
u_260;3;#440256;user
a_526;3;#440256;artist
t_344;2;#440154;tag
t_279;0;#440154;tag
a_1013;2;#440154;artist
t_1373;0;#440154;tag
u_31;2;#440154;user
a_858;1;#440154;artist
t_1969;15;#460b5e;tag
u_1272;3;#440256;user
u_2016;4;#440256;user
a_265;3;#440256;artist
a_1155;1;#440154;artist
a_1470;3;#440256;artist
u_1491;1;#440154;user
a_949;0;#440154;artist
u_1196;0;#440154;user
a_155;3;#440256;artist
a_1339;0;#440154;artist
u_110;3;#440256;user
u_1173;2;#440154;user
a_3411;1;#440154;artist
u_753;0;#440154;user
a_841;0;#440154;artist
a_1609;1;#440154;artist
a_366;1;#440154;artist
a_197;1;#440154;artist
u_327;3;#440256;user
a_2531;1;#440154;artist
u_873;3;#440256;user
u_910;3;#440256;user
u_1393;2;#440154;user
a_1672;0;#440154;artist
a_8388;2;#440154;artist
a_1892;2;#440154;artist
a_11892;1;#440154;artist
u_1882;40;#481d6f;user
u_675;3;#440256;user
a_12356;0;#440154;artist
u_1255;1;#440154;user
a_329;3;#440256;artist
t_7256;4;#440256;tag
t_9430;242;#238a8d;tag
a_1795;2;#440154;artist
t_683;6;#450559;tag
a_1186;0;#440154;artist
a_1002;2;#440154;artist
u_1305;3;#440256;user
u_318;3;#440256;user
a_439;1;#440154;artist
a_1824;1;#440154;artist
a_423;1;#440154;artist
t_1455;199;#2a768e;tag
u_371;2;#440154;user
u_2004;3;#440256;user
a_748;4;#440256;artist
a_618;1;#440154;artist
u_553;3;#440256;user
a_3324;3;#440256;artist
a_17613;1;#440154;artist
u_1682;1;#440154;user
t_2272;4;#440256;tag
u_332;3;#440256;user
a_726;0;#440154;artist
u_1821;3;#440256;user
a_632;1;#440154;artist
a_733;0;#440154;artist
t_7474;176;#2f6b8e;tag
u_1725;3;#440256;user
a_433;1;#440154;artist
u_11;3;#440256;user
u_144;3;#440256;user
a_1384;1;#440154;artist
a_1075;2;#440154;artist
a_455;3;#440256;artist
a_208;1;#440154;artist
t_1796;4;#440256;tag
u_1572;3;#440256;user
a_403;3;#440256;artist
a_712;0;#440154;artist
t_9427;1;#440154;tag
t_1634;6;#450559;tag
u_317;0;#440154;user
t_1469;4;#440256;tag
a_517;0;#440154;artist
t_3310;4;#440256;tag
a_964;0;#440154;artist
a_99;2;#440154;artist
u_984;3;#440256;user
u_1777;2;#440154;user
u_877;0;#440154;user
a_889;3;#440256;artist
a_605;0;#440154;artist
u_322;3;#440256;user
u_498;3;#440256;user
t_1843;0;#440154;tag
u_1419;3;#440256;user
a_2523;3;#440256;artist
u_1514;2;#440154;user
t_700;194;#2c738e;tag
u_518;3;#440256;user
u_701;3;#440256;user
a_221;1;#440154;artist
t_728;0;#440154;tag
a_1064;2;#440154;artist
a_962;1;#440154;artist
u_1455;3;#440256;user
u_43;1;#440154;user
a_920;0;#440154;artist
a_294;3;#440256;artist
a_1459;3;#440256;artist
a_1083;2;#440154;artist
u_642;7;#450559;user
t_8116;200;#2a768e;tag
u_1554;0;#440154;user
a_210;1;#440154;artist
u_1525;3;#440256;user
a_2469;2;#440154;artist
u_57;3;#440256;user
a_161;3;#440256;artist
u_278;3;#440256;user
u_1167;93;#433e85;user
u_501;3;#440256;user
u_1769;3;#440256;user
a_184;3;#440256;artist
a_1081;2;#440154;artist
u_938;3;#440256;user
a_458;3;#440256;artist
t_2196;1;#440154;tag
t_5009;1;#440154;tag
u_226;3;#440256;user
u_1741;1;#440154;user
a_3992;4;#440256;artist
u_1532;3;#440256;user
a_843;0;#440154;artist
a_1416;0;#440154;artist
a_4460;0;#440154;artist
t_1975;15;#460b5e;tag
t_1322;8;#450559;tag
a_1976;1;#440154;artist
a_342;3;#440256;artist
a_680;3;#440256;artist
a_1110;0;#440154;artist
u_963;3;#440256;user
a_1151;1;#440154;artist
t_9433;1;#440154;tag
u_107;0;#440154;user
a_978;0;#440154;artist
u_425;3;#440256;user
a_4704;1;#440154;artist
a_1390;1;#440154;artist
t_3;2;#440154;tag
u_1304;3;#440256;user
a_1109;1;#440154;artist
u_306;2;#440154;user
a_465;3;#440256;artist
a_859;1;#440154;artist
a_386;3;#440256;artist
a_1360;0;#440154;artist
t_104;4;#440256;tag
a_64;2;#440154;artist
a_1118;0;#440154;artist
u_1346;3;#440256;user
u_24;3;#440256;user
u_1226;3;#440256;user
u_520;2;#440154;user
a_3373;1;#440154;artist
a_532;3;#440256;artist
a_898;1;#440154;artist
u_335;3;#440256;user
a_4444;1;#440154;artist
u_561;55;#482677;user
u_1092;3;#440256;user
u_1075;1;#440154;user
a_4180;0;#440154;artist
a_554;1;#440154;artist
u_1124;3;#440256;user
t_1001;59;#482979;tag
t_4923;2;#440154;tag
a_192;2;#440154;artist
a_193;2;#440154;artist
u_1562;0;#440154;user
u_1133;1;#440154;user
u_127;0;#440154;user
a_686;3;#440256;artist
u_1671;0;#440154;user
a_906;3;#440256;artist
a_907;3;#440256;artist
u_804;3;#440256;user
u_497;3;#440256;user
a_724;0;#440154;artist
u_479;3;#440256;user
a_503;0;#440154;artist
a_2347;0;#440154;artist
t_2209;0;#440154;tag
a_15457;2;#440154;artist
u_659;3;#440256;user
u_361;3;#440256;user
u_1593;3;#440256;user
a_1019;2;#440154;artist
t_4921;194;#2c738e;tag
u_1722;3;#440256;user
a_542;3;#440256;artist
a_1145;0;#440154;artist
u_2003;2;#440154;user
a_472;0;#440154;artist
a_1406;0;#440154;artist
a_1047;3;#440256;artist
u_1171;3;#440256;user
t_1554;3;#440256;tag
u_229;3;#440256;user
a_166;1;#440154;artist
a_1965;4;#440256;artist
a_1874;0;#440154;artist
u_363;0;#440154;user
u_349;0;#440154;user
u_2051;1;#440154;user
t_8899;176;#2f6b8e;tag
a_430;1;#440154;artist
u_454;2;#440154;user
a_196;1;#440154;artist
u_183;2;#440154;user
t_3706;0;#440154;tag
t_4934;194;#2c738e;tag
a_5549;1;#440154;artist
a_428;1;#440154;artist
u_1136;3;#440256;user
u_1636;3;#440256;user
a_2893;0;#440154;artist
a_6708;2;#440154;artist
u_575;2;#440154;user
t_7040;4;#440256;tag
a_607;0;#440154;artist
a_1415;0;#440154;artist
t_2021;0;#440154;tag
u_864;1;#440154;user
u_1125;2;#440154;user
u_417;3;#440256;user
u_1959;3;#440256;user
t_1834;4;#440256;tag
a_697;3;#440256;artist
t_4261;7;#450559;tag
a_2755;0;#440154;artist
t_1889;0;#440154;tag
a_1383;1;#440154;artist
a_993;2;#440154;artist
a_3280;2;#440154;artist
a_1250;236;#24878e;artist
a_222;1;#440154;artist
u_383;3;#440256;user
a_223;1;#440154;artist
u_2038;3;#440256;user
a_2083;3;#440256;artist
t_9262;2;#440154;tag
u_1517;3;#440256;user
u_1479;0;#440154;user
a_583;7;#450559;artist
t_1079;229;#25848e;tag
a_604;1;#440154;artist
t_351;3;#440256;tag
t_1091;3;#440256;tag
a_622;1;#440154;artist
a_1790;0;#440154;artist
a_497;0;#440154;artist
u_809;3;#440256;user
a_1097;1;#440154;artist
a_1613;3;#440256;artist
a_1418;1;#440154;artist
a_4153;1;#440154;artist
u_899;9;#46075a;user
a_627;2;#440154;artist
u_1905;1;#440154;user
u_240;3;#440256;user
a_195;1;#440154;artist
a_2521;3;#440256;artist
u_1835;2;#440154;user
t_612;2;#440154;tag
u_1379;3;#440256;user
u_16;82;#453882;user
a_1014;2;#440154;artist
u_1603;3;#440256;user
u_1153;1;#440154;user
t_8716;1;#440154;tag
u_428;2;#440154;user
t_4886;2;#440154;tag
u_906;3;#440256;user
a_923;0;#440154;artist
u_48;3;#440256;user
a_152;0;#440154;artist
a_96;2;#440154;artist
t_4953;0;#440154;tag
a_3475;1;#440154;artist
a_1854;0;#440154;artist
a_3281;2;#440154;artist
t_4920;194;#2c738e;tag
a_30;2;#440154;artist
a_690;3;#440256;artist
t_2056;0;#440154;tag
a_548;3;#440256;artist
a_536;0;#440154;artist
t_196;0;#440154;tag
a_1713;2;#440154;artist
a_1376;1;#440154;artist
u_130;3;#440256;user
u_1704;3;#440256;user
u_1447;3;#440256;user
u_1789;1;#440154;user
u_315;3;#440256;user
t_1684;0;#440154;tag
a_1119;0;#440154;artist
a_215;1;#440154;artist
a_610;4;#440256;artist
u_1851;3;#440256;user
u_1277;1;#440154;user
a_6257;0;#440154;artist
a_687;0;#440154;artist
u_1924;0;#440154;user
u_1530;0;#440154;user
a_792;3;#440256;artist
a_528;3;#440256;artist
a_1873;0;#440154;artist
t_2609;1;#440154;tag
t_537;238;#23888e;tag
a_1206;0;#440154;artist
a_2137;1;#440154;artist
a_432;1;#440154;artist
u_1339;1;#440154;user
u_1423;3;#440256;user
u_1120;3;#440256;user
a_2277;1;#440154;artist
u_1993;1;#440154;user
u_1143;3;#440256;user
t_4340;0;#440154;tag
u_1687;3;#440256;user
a_211;1;#440154;artist
a_1527;0;#440154;artist
u_1342;0;#440154;user
u_47;3;#440256;user
u_387;3;#440256;user
a_489;0;#440154;artist
u_1809;0;#440154;user
a_924;0;#440154;artist
a_77;2;#440154;artist
a_4384;1;#440154;artist
u_1614;162;#32648e;user
u_1235;2;#440154;user
a_2786;0;#440154;artist
u_1961;3;#440256;user
a_2624;0;#440154;artist
u_671;3;#440256;user
u_1975;4;#440256;user
t_261;0;#440154;tag
a_3889;2;#440154;artist
u_1500;2;#440154;user
u_1804;1;#440154;user
a_621;1;#440154;artist
a_1028;2;#440154;artist
t_9428;2;#440154;tag
u_667;3;#440256;user
u_1954;3;#440256;user
a_14057;0;#440154;artist
u_266;1;#440154;user
a_3400;1;#440154;artist
a_5480;1;#440154;artist
u_124;2;#440154;user
u_1581;1;#440154;user
t_2363;0;#440154;tag
a_499;0;#440154;artist
a_506;0;#440154;artist
a_2977;3;#440256;artist
u_1294;3;#440256;user
u_1726;3;#440256;user
a_251;3;#440256;artist
a_1426;0;#440154;artist
a_3313;2;#440154;artist
t_2091;0;#440154;tag
a_5414;1;#440154;artist
u_759;1;#440154;user
a_1709;2;#440154;artist
t_2892;4;#440256;tag
u_1838;1;#440154;user
u_15;1;#440154;user
a_340;3;#440256;artist
u_248;3;#440256;user
u_1702;0;#440154;user
u_1410;3;#440256;user
a_2629;1;#440154;artist
a_2605;4;#440256;artist
u_1086;209;#297b8e;user
t_4932;2;#440154;tag
u_1553;202;#2a778e;user
a_7935;2;#440154;artist
u_890;0;#440154;user
a_808;0;#440154;artist
u_2054;3;#440256;user
u_1174;0;#440154;user
a_615;1;#440154;artist
a_1180;0;#440154;artist
a_1413;0;#440154;artist
a_488;0;#440154;artist
a_237;1;#440154;artist
a_2094;3;#440256;artist
u_308;0;#440154;user
a_204;1;#440154;artist
u_1381;1;#440154;user
u_871;0;#440154;user
u_536;3;#440256;user
t_843;0;#440154;tag
u_121;3;#440256;user
