nodeID;communityID;color;type
t_233;0;#440154;tag
t_75;2;#472f7d;tag
t_1249;1;#481a6c;tag
t_1627;5;#31688e;tag
t_7938;3;#414487;tag
t_1219;9;#22a884;tag
t_356;6;#2a788e;tag
t_12639;6;#2a788e;tag
t_2;1;#481a6c;tag
t_202;3;#414487;tag
t_1096;8;#1f988b;tag
t_1538;2;#472f7d;tag
t_564;0;#440154;tag
t_2141;0;#440154;tag
t_2140;2;#472f7d;tag
t_9817;5;#31688e;tag
t_6628;0;#440154;tag
t_197;7;#23888e;tag
t_8505;6;#2a788e;tag
t_2115;5;#31688e;tag
t_4046;2;#472f7d;tag
t_743;1;#481a6c;tag
u_1543;2;#472f7d;user
t_1365;1;#481a6c;tag
t_1534;0;#440154;tag
t_9823;1;#481a6c;tag
t_6162;7;#23888e;tag
t_1247;1;#481a6c;tag
u_78;0;#440154;user
t_2064;8;#1f988b;tag
t_2215;1;#481a6c;tag
t_7937;3;#414487;tag
t_848;2;#472f7d;tag
t_1640;5;#31688e;tag
a_289;3;#414487;artist
t_3507;5;#31688e;tag
t_2244;0;#440154;tag
t_617;2;#472f7d;tag
a_89;3;#414487;artist
t_1859;4;#39568c;tag
t_1812;0;#440154;tag
t_4430;8;#1f988b;tag
t_297;10;#35b779;tag
t_3555;7;#23888e;tag
t_145;9;#22a884;tag
t_2191;4;#39568c;tag
t_1198;0;#440154;tag
t_6645;8;#1f988b;tag
t_1210;2;#472f7d;tag
t_528;2;#472f7d;tag
t_2525;0;#440154;tag
t_4258;2;#472f7d;tag
t_1286;2;#472f7d;tag
u_1281;1;#481a6c;user
t_3586;0;#440154;tag
u_1210;4;#39568c;user
t_588;0;#440154;tag
t_1372;1;#481a6c;tag
t_1455;7;#23888e;tag
t_1079;1;#481a6c;tag
t_22;0;#440154;tag
a_288;3;#414487;artist
u_1258;4;#39568c;user
t_1734;3;#414487;tag
t_8116;1;#481a6c;tag
t_160;0;#440154;tag
t_1767;8;#1f988b;tag
t_1358;1;#481a6c;tag
t_124;4;#39568c;tag
t_757;0;#440154;tag
t_509;4;#39568c;tag
t_612;4;#39568c;tag
t_2021;1;#481a6c;tag
a_333;3;#414487;artist
t_6383;6;#2a788e;tag
t_19;4;#39568c;tag
t_543;2;#472f7d;tag
a_701;3;#414487;artist
t_513;4;#39568c;tag
t_80;2;#472f7d;tag
t_738;1;#481a6c;tag
t_537;0;#440154;tag
a_300;3;#414487;artist
t_505;4;#39568c;tag
u_831;4;#39568c;user
t_1074;6;#2a788e;tag
t_1351;0;#440154;tag
t_42;0;#440154;tag
t_6164;7;#23888e;tag
a_295;3;#414487;artist
t_9430;2;#472f7d;tag
a_227;5;#31688e;artist
t_5939;1;#481a6c;tag
a_154;5;#31688e;artist
t_5329;0;#440154;tag
t_2887;4;#39568c;tag
t_12642;5;#31688e;tag
t_8310;3;#414487;tag
a_55;3;#414487;artist
t_842;1;#481a6c;tag
a_67;3;#414487;artist
t_394;2;#472f7d;tag
t_1593;4;#39568c;tag
t_8052;1;#481a6c;tag
a_292;3;#414487;artist
t_2458;0;#440154;tag
a_498;3;#414487;artist
t_1796;6;#2a788e;tag
t_1684;1;#481a6c;tag
t_3925;7;#23888e;tag
u_298;5;#31688e;user
t_3829;5;#31688e;tag
t_1955;4;#39568c;tag
t_1634;8;#1f988b;tag
t_619;1;#481a6c;tag
t_546;6;#2a788e;tag
t_9825;0;#440154;tag
t_2809;6;#2a788e;tag
t_723;3;#414487;tag
u_1488;2;#472f7d;user
t_1025;2;#472f7d;tag
a_349;3;#414487;artist
t_198;1;#481a6c;tag
t_1017;0;#440154;tag
t_12220;0;#440154;tag
t_728;6;#2a788e;tag
t_395;4;#39568c;tag
t_683;3;#414487;tag
t_9427;0;#440154;tag
t_7040;6;#2a788e;tag
t_2272;0;#440154;tag
t_6824;2;#472f7d;tag
t_1682;2;#472f7d;tag
t_1001;0;#440154;tag
t_1251;4;#39568c;tag
u_143;2;#472f7d;user
t_414;2;#472f7d;tag
a_65;5;#31688e;artist
u_1213;4;#39568c;user
a_466;3;#414487;artist
u_1597;5;#31688e;user
t_1554;6;#2a788e;tag
t_1973;4;#39568c;tag
a_306;3;#414487;artist
u_1087;5;#31688e;user
t_8501;2;#472f7d;tag
t_7256;0;#440154;tag
t_5009;5;#31688e;tag
t_9433;0;#440154;tag
t_9429;0;#440154;tag
t_10259;0;#440154;tag
a_302;3;#414487;artist
t_2938;5;#31688e;tag
t_1843;1;#481a6c;tag
t_2192;2;#472f7d;tag
t_4530;5;#31688e;tag
u_1625;0;#440154;user
u_545;3;#414487;user
a_72;4;#39568c;artist
t_1322;0;#440154;tag
t_978;6;#2a788e;tag
t_8499;4;#39568c;tag
t_1181;1;#481a6c;tag
t_9203;8;#1f988b;tag
a_157;3;#414487;artist
t_4340;2;#472f7d;tag
t_344;0;#440154;tag
a_461;3;#414487;artist
u_1869;3;#414487;user
a_229;5;#31688e;artist
t_279;1;#481a6c;tag
a_190;5;#31688e;artist
t_5632;2;#472f7d;tag
t_8500;4;#39568c;tag
a_291;3;#414487;artist
u_142;4;#39568c;user
u_1130;5;#31688e;user
t_792;4;#39568c;tag
t_261;1;#481a6c;tag
a_377;1;#481a6c;artist
t_10581;2;#472f7d;tag
u_212;2;#472f7d;user
t_2197;4;#39568c;tag
a_378;3;#414487;artist
u_236;3;#414487;user
t_9829;1;#481a6c;tag
t_7286;2;#472f7d;tag
u_390;3;#414487;user
t_9491;5;#31688e;tag
u_1568;3;#414487;user
t_2196;4;#39568c;tag
u_1478;3;#414487;user
u_1956;4;#39568c;user
u_1785;5;#31688e;user
t_4116;6;#2a788e;tag
t_2199;1;#481a6c;tag
t_1091;3;#414487;tag
u_1023;3;#414487;user
t_2534;6;#2a788e;tag
t_6980;7;#23888e;tag
t_3937;6;#2a788e;tag
u_405;3;#414487;user
a_298;3;#414487;artist
u_1773;3;#414487;user
t_1486;4;#39568c;tag
t_2091;2;#472f7d;tag
t_907;4;#39568c;tag
u_179;3;#414487;user
u_1342;2;#472f7d;user
u_1249;2;#472f7d;user
u_1102;3;#414487;user
t_1373;1;#481a6c;tag
a_234;2;#472f7d;artist
u_2061;3;#414487;user
t_734;6;#2a788e;tag
u_621;3;#414487;user
a_173;5;#31688e;artist
a_679;3;#414487;artist
a_299;3;#414487;artist
t_3706;2;#472f7d;tag
t_2087;2;#472f7d;tag
t_7474;2;#472f7d;tag
t_1387;8;#1f988b;tag
u_1503;3;#414487;user
a_903;3;#414487;artist
t_1469;0;#440154;tag
t_2204;0;#440154;tag
u_1670;1;#481a6c;user
a_163;2;#472f7d;artist
u_2037;3;#414487;user
t_1987;1;#481a6c;tag
u_749;3;#414487;user
t_3708;0;#440154;tag
u_2068;3;#414487;user
a_228;5;#31688e;artist
a_207;5;#31688e;artist
a_230;1;#481a6c;artist
u_941;3;#414487;user
u_1230;0;#440154;user
t_1359;1;#481a6c;tag
t_104;0;#440154;tag
u_1145;3;#414487;user
a_344;3;#414487;artist
u_1801;0;#440154;user
a_486;1;#481a6c;artist
u_593;3;#414487;user
t_8502;2;#472f7d;tag
u_232;3;#414487;user
u_1895;3;#414487;user
t_1951;4;#39568c;tag
a_464;3;#414487;artist
u_691;3;#414487;user
u_310;3;#414487;user
t_542;2;#472f7d;tag
a_198;1;#481a6c;artist
a_1412;2;#472f7d;artist
t_2609;0;#440154;tag
u_1709;2;#472f7d;user
u_1660;2;#472f7d;user
u_1662;3;#414487;user
u_1132;3;#414487;user
t_3310;7;#23888e;tag
u_1308;3;#414487;user
t_4523;4;#39568c;tag
u_851;3;#414487;user
u_859;4;#39568c;user
t_1628;10;#35b779;tag
u_128;4;#39568c;user
t_2056;1;#481a6c;tag
u_514;3;#414487;user
u_1905;5;#31688e;user
t_756;7;#23888e;tag
u_46;3;#414487;user
t_6486;5;#31688e;tag
u_1300;3;#414487;user
u_1069;3;#414487;user
u_1642;4;#39568c;user
t_6105;3;#414487;tag
t_624;0;#440154;tag
t_12267;1;#481a6c;tag
t_196;1;#481a6c;tag
u_339;3;#414487;user
u_198;1;#481a6c;user
t_1870;6;#2a788e;tag
a_707;2;#472f7d;artist
t_8106;5;#31688e;tag
u_723;3;#414487;user
t_1653;3;#414487;tag
u_343;2;#472f7d;user
t_977;6;#2a788e;tag
u_655;6;#2a788e;user
a_735;2;#472f7d;artist
u_2039;5;#31688e;user
u_1789;0;#440154;user
u_59;1;#481a6c;user
t_1834;0;#440154;tag
a_511;5;#31688e;artist
t_1532;2;#472f7d;tag
u_355;3;#414487;user
a_917;2;#472f7d;artist
u_2018;3;#414487;user
t_2530;0;#440154;tag
u_2042;1;#481a6c;user
u_481;3;#414487;user
t_3930;7;#23888e;tag
u_1164;4;#39568c;user
a_599;4;#39568c;artist
t_2195;4;#39568c;tag
t_9972;0;#440154;tag
a_441;5;#31688e;artist
u_1253;3;#414487;user
t_891;4;#39568c;tag
u_1761;6;#2a788e;user
u_1343;4;#39568c;user
a_318;3;#414487;artist
t_8414;9;#22a884;tag
a_220;2;#472f7d;artist
u_730;3;#414487;user
u_2020;3;#414487;user
t_3364;4;#39568c;tag
t_12549;6;#2a788e;tag
u_1690;3;#414487;user
t_3844;2;#472f7d;tag
u_162;3;#414487;user
t_6806;5;#31688e;tag
t_7346;6;#2a788e;tag
t_1737;0;#440154;tag
u_211;4;#39568c;user
t_9262;4;#39568c;tag
a_972;3;#414487;artist
u_51;2;#472f7d;user
u_1975;0;#440154;user
u_1146;3;#414487;user
a_301;3;#414487;artist
t_4261;2;#472f7d;tag
t_11532;0;#440154;tag
u_1600;3;#414487;user
a_159;4;#39568c;artist
t_6567;6;#2a788e;tag
u_275;4;#39568c;user
a_475;3;#414487;artist
u_1832;5;#31688e;user
u_1879;2;#472f7d;user
u_1283;3;#414487;user
t_1468;7;#23888e;tag
u_743;9;#22a884;user
a_328;3;#414487;artist
u_1614;1;#481a6c;user
t_1889;1;#481a6c;tag
t_6091;0;#440154;tag
u_1706;9;#22a884;user
u_58;3;#414487;user
t_1002;0;#440154;tag
t_2360;1;#481a6c;tag
u_1560;3;#414487;user
t_12093;0;#440154;tag
t_2193;4;#39568c;tag
u_499;4;#39568c;user
t_243;6;#2a788e;tag
u_1397;2;#472f7d;user
t_4922;4;#39568c;tag
t_1250;1;#481a6c;tag
t_12134;2;#472f7d;tag
t_1647;3;#414487;tag
u_107;2;#472f7d;user
t_1268;0;#440154;tag
u_311;3;#414487;user
u_1659;3;#414487;user
t_3929;7;#23888e;tag
u_413;3;#414487;user
u_1001;3;#414487;user
a_325;3;#414487;artist
u_847;3;#414487;user
u_1365;3;#414487;user
t_9793;2;#472f7d;tag
t_1344;2;#472f7d;tag
u_1682;1;#481a6c;user
u_1167;0;#440154;user
u_877;2;#472f7d;user
u_1453;3;#414487;user
u_1924;1;#481a6c;user
a_982;5;#31688e;artist
u_490;3;#414487;user
u_1027;3;#414487;user
u_636;3;#414487;user
t_1842;1;#481a6c;tag
t_4263;2;#472f7d;tag
a_429;5;#31688e;artist
t_4886;0;#440154;tag
t_3045;0;#440154;tag
a_310;3;#414487;artist
t_3;4;#39568c;tag
u_195;2;#472f7d;user
a_59;4;#39568c;artist
t_2613;6;#2a788e;tag
u_2006;0;#440154;user
u_1054;0;#440154;user
u_385;3;#414487;user
a_1044;1;#481a6c;artist
t_6579;6;#2a788e;tag
t_1279;1;#481a6c;tag
u_534;3;#414487;user
a_680;3;#414487;artist
t_2333;4;#39568c;tag
u_1535;3;#414487;user
t_9264;1;#481a6c;tag
a_1048;5;#31688e;artist
a_352;3;#414487;artist
u_136;3;#414487;user
u_1247;3;#414487;user
t_2231;8;#1f988b;tag
a_294;3;#414487;artist
u_761;4;#39568c;user
u_815;3;#414487;user
u_1628;3;#414487;user
t_262;1;#481a6c;tag
t_2363;2;#472f7d;tag
t_720;6;#2a788e;tag
u_646;3;#414487;user
a_533;5;#31688e;artist
t_8899;2;#472f7d;tag
u_247;1;#481a6c;user
u_569;3;#414487;user
a_293;3;#414487;artist
u_2088;3;#414487;user
u_884;3;#414487;user
t_7259;0;#440154;tag
u_925;2;#472f7d;user
t_1549;6;#2a788e;tag
u_470;3;#414487;user
t_9428;0;#440154;tag
a_424;5;#31688e;artist
t_8522;5;#31688e;tag
u_1780;3;#414487;user
u_778;3;#414487;user
u_1189;3;#414487;user
a_686;3;#414487;artist
u_852;3;#414487;user
u_256;3;#414487;user
u_911;3;#414487;user
a_226;5;#31688e;artist
a_412;1;#481a6c;artist
u_1120;3;#414487;user
u_129;3;#414487;user
u_227;3;#414487;user
t_7661;1;#481a6c;tag
t_1846;0;#440154;tag
u_1653;4;#39568c;user
t_2189;3;#414487;tag
a_681;3;#414487;artist
u_1883;0;#440154;user
a_959;2;#472f7d;artist
u_1369;3;#414487;user
u_966;3;#414487;user
u_795;3;#414487;user
u_1017;3;#414487;user
a_706;2;#472f7d;artist
u_421;3;#414487;user
u_1263;3;#414487;user
t_357;3;#414487;tag
a_868;2;#472f7d;artist
a_7;1;#481a6c;artist
t_739;1;#481a6c;tag
u_1777;4;#39568c;user
a_1090;5;#31688e;artist
u_1671;2;#472f7d;user
u_146;3;#414487;user
t_8716;5;#31688e;tag
t_3579;2;#472f7d;tag
a_614;2;#472f7d;artist
t_4921;2;#472f7d;tag
a_525;3;#414487;artist
u_1554;2;#472f7d;user
t_1969;4;#39568c;tag
a_88;5;#31688e;artist
u_717;3;#414487;user
u_329;3;#414487;user
t_4934;2;#472f7d;tag
u_1479;1;#481a6c;user
t_4471;7;#23888e;tag
t_2793;4;#39568c;tag
u_1072;3;#414487;user
t_2345;1;#481a6c;tag
t_1236;2;#472f7d;tag
t_3366;3;#414487;tag
u_80;1;#481a6c;user
t_4531;7;#23888e;tag
t_4725;3;#414487;tag
a_544;3;#414487;artist
t_9613;1;#481a6c;tag
a_238;0;#440154;artist
u_1702;2;#472f7d;user
u_1092;3;#414487;user
u_899;1;#481a6c;user
u_150;3;#414487;user
u_1646;3;#414487;user
u_120;3;#414487;user
u_1973;3;#414487;user
u_1581;5;#31688e;user
a_70;0;#440154;artist
t_1975;4;#39568c;tag
u_708;0;#440154;user
t_2031;2;#472f7d;tag
a_331;3;#414487;artist
u_49;3;#414487;user
u_43;0;#440154;user
u_1450;1;#481a6c;user
u_127;2;#472f7d;user
u_377;2;#472f7d;user
u_414;3;#414487;user
u_260;3;#414487;user
u_1809;1;#481a6c;user
t_566;4;#39568c;tag
u_2016;0;#440154;user
t_2666;9;#22a884;tag
t_305;4;#39568c;tag
a_918;2;#472f7d;artist
t_5976;0;#440154;tag
u_1150;8;#1f988b;user
a_257;3;#414487;artist
t_6701;6;#2a788e;tag
u_917;5;#31688e;user
u_1445;3;#414487;user
u_12;3;#414487;user
u_1196;1;#481a6c;user
a_689;3;#414487;artist
t_10393;10;#35b779;tag
a_1613;7;#23888e;artist
u_133;3;#414487;user
t_700;2;#472f7d;tag
u_1034;3;#414487;user
t_399;3;#414487;tag
u_930;3;#414487;user
a_518;1;#481a6c;artist
t_7549;9;#22a884;tag
u_1567;3;#414487;user
a_56;5;#31688e;artist
u_340;3;#414487;user
a_907;3;#414487;artist
t_602;4;#39568c;tag
t_3343;2;#472f7d;tag
u_830;3;#414487;user
t_2694;4;#39568c;tag
u_1356;3;#414487;user
a_161;3;#414487;artist
u_1632;3;#414487;user
a_418;0;#440154;artist
u_1393;4;#39568c;user
t_388;5;#31688e;tag
t_1071;2;#472f7d;tag
t_3497;4;#39568c;tag
a_500;1;#481a6c;artist
t_3532;5;#31688e;tag
u_1404;5;#31688e;user
u_1174;2;#472f7d;user
t_3834;5;#31688e;tag
u_503;3;#414487;user
a_316;3;#414487;artist
a_1459;3;#414487;artist
u_1792;2;#472f7d;user
u_1530;2;#472f7d;user
u_527;3;#414487;user
a_1934;3;#414487;artist
u_609;3;#414487;user
t_11059;7;#23888e;tag
a_182;5;#31688e;artist
u_632;3;#414487;user
t_1072;2;#472f7d;tag
a_329;3;#414487;artist
u_1805;5;#31688e;user
u_2036;6;#2a788e;user
u_419;3;#414487;user
u_812;1;#481a6c;user
u_553;3;#414487;user
u_1741;5;#31688e;user
u_370;3;#414487;user
t_3335;2;#472f7d;tag
u_79;3;#414487;user
u_437;3;#414487;user
u_754;2;#472f7d;user
a_1032;3;#414487;artist
u_158;3;#414487;user
u_302;3;#414487;user
t_4317;1;#481a6c;tag
a_51;4;#39568c;artist
u_280;3;#414487;user
u_1856;3;#414487;user
u_2003;4;#39568c;user
u_1898;3;#414487;user
t_351;3;#414487;tag
t_8510;6;#2a788e;tag
u_1198;3;#414487;user
t_1288;1;#481a6c;tag
a_1672;1;#481a6c;artist
u_1184;3;#414487;user
a_320;3;#414487;artist
a_217;5;#31688e;artist
u_1437;3;#414487;user
a_528;3;#414487;artist
u_731;2;#472f7d;user
u_2051;0;#440154;user
u_271;3;#414487;user
a_540;1;#481a6c;artist
a_543;3;#414487;artist
u_388;1;#481a6c;user
a_1249;2;#472f7d;artist
t_1681;1;#481a6c;tag
u_1527;5;#31688e;user
u_317;2;#472f7d;user
u_322;3;#414487;user
t_2485;0;#440154;tag
t_2892;0;#440154;tag
t_908;4;#39568c;tag
u_99;4;#39568c;user
t_2398;3;#414487;tag
u_572;3;#414487;user
u_642;2;#472f7d;user
u_575;4;#39568c;user
u_258;3;#414487;user
t_3933;7;#23888e;tag
a_704;3;#414487;artist
u_1918;2;#472f7d;user
a_1358;2;#472f7d;artist
a_1104;1;#481a6c;artist
u_561;3;#414487;user
u_1457;3;#414487;user
t_2201;2;#472f7d;tag
u_1113;3;#414487;user
a_618;5;#31688e;artist
t_6826;2;#472f7d;tag
a_425;5;#31688e;artist
a_538;3;#414487;artist
u_531;3;#414487;user
u_378;2;#472f7d;user
a_233;1;#481a6c;artist
u_759;5;#31688e;user
a_481;1;#481a6c;artist
u_1277;5;#31688e;user
t_7516;0;#440154;tag
a_1098;0;#440154;artist
u_1153;5;#31688e;user
u_1704;3;#414487;user
t_4113;0;#440154;tag
t_2194;4;#39568c;tag
u_1766;3;#414487;user
t_9436;0;#440154;tag
u_486;3;#414487;user
u_308;2;#472f7d;user
u_1626;4;#39568c;user
t_1768;8;#1f988b;tag
u_400;3;#414487;user
u_571;3;#414487;user
u_1811;3;#414487;user
u_1606;3;#414487;user
t_4487;1;#481a6c;tag
u_910;3;#414487;user
u_972;0;#440154;user
a_203;5;#31688e;artist
u_451;3;#414487;user
a_1045;1;#481a6c;artist
t_6584;7;#23888e;tag
t_4045;2;#472f7d;tag
t_736;5;#31688e;tag
t_10591;5;#31688e;tag
t_4929;4;#39568c;tag
t_1070;2;#472f7d;tag
a_523;3;#414487;artist
a_1369;2;#472f7d;artist
t_6560;6;#2a788e;tag
u_921;7;#23888e;user
u_1742;3;#414487;user
a_1246;1;#481a6c;artist
u_538;3;#414487;user
t_1319;3;#414487;tag
t_696;4;#39568c;tag
u_946;1;#481a6c;user
t_9204;8;#1f988b;tag
a_757;0;#440154;artist
a_1244;2;#472f7d;artist
a_1037;3;#414487;artist
a_386;3;#414487;artist
a_455;3;#414487;artist
u_581;3;#414487;user
u_1813;3;#414487;user
u_1380;1;#481a6c;user
t_10392;10;#35b779;tag
u_1035;0;#440154;user
t_398;5;#31688e;tag
a_709;5;#31688e;artist
u_1053;3;#414487;user
t_747;1;#481a6c;tag
t_1971;4;#39568c;tag
u_399;3;#414487;user
u_2069;1;#481a6c;user
u_2087;3;#414487;user
a_97;3;#414487;artist
u_701;3;#414487;user
u_1271;2;#472f7d;user
u_124;4;#39568c;user
u_726;9;#22a884;user
t_4318;1;#481a6c;tag
u_1088;1;#481a6c;user
u_498;3;#414487;user
a_1400;5;#31688e;artist
u_266;5;#31688e;user
t_2096;1;#481a6c;tag
u_157;2;#472f7d;user
t_3590;0;#440154;tag
t_4923;4;#39568c;tag
u_1233;3;#414487;user
t_1887;0;#440154;tag
u_638;3;#414487;user
t_521;4;#39568c;tag
u_1179;3;#414487;user
t_273;1;#481a6c;tag
a_503;1;#481a6c;artist
a_1513;2;#472f7d;artist
t_138;1;#481a6c;tag
u_1135;3;#414487;user
u_57;3;#414487;user
t_3123;2;#472f7d;tag
u_732;3;#414487;user
u_1664;1;#481a6c;user
t_5045;2;#472f7d;tag
u_145;3;#414487;user
a_841;2;#472f7d;artist
t_1533;1;#481a6c;tag
u_1993;5;#31688e;user
t_5615;9;#22a884;tag
u_1603;3;#414487;user
u_1959;3;#414487;user
t_1186;3;#414487;tag
t_4759;6;#2a788e;tag
t_7589;0;#440154;tag
t_11498;6;#2a788e;tag
t_7465;6;#2a788e;tag
t_12300;3;#414487;tag
a_176;2;#472f7d;artist
t_4953;2;#472f7d;tag
t_3521;1;#481a6c;tag
u_1514;4;#39568c;user
t_9445;0;#440154;tag
t_843;2;#472f7d;tag
a_2521;3;#414487;artist
u_1133;5;#31688e;user
u_1033;3;#414487;user
a_403;1;#481a6c;artist
a_187;4;#39568c;artist
a_166;5;#31688e;artist
a_436;5;#31688e;artist
t_1010;7;#23888e;tag
u_415;3;#414487;user
t_1845;1;#481a6c;tag
u_428;4;#39568c;user
t_4920;2;#472f7d;tag
a_715;5;#31688e;artist
a_526;3;#414487;artist
u_690;3;#414487;user
a_1122;4;#39568c;artist
a_3200;5;#31688e;artist
u_1125;4;#39568c;user
u_1880;3;#414487;user
u_986;1;#481a6c;user
u_1002;3;#414487;user
t_1334;2;#472f7d;tag
a_209;1;#481a6c;artist
a_212;2;#472f7d;artist
u_11;3;#414487;user
a_646;3;#414487;artist
u_1634;5;#31688e;user
t_4114;0;#440154;tag
a_225;5;#31688e;artist
t_5885;3;#414487;tag
t_2405;5;#31688e;tag
a_851;5;#31688e;artist
a_191;3;#414487;artist
u_132;3;#414487;user
u_1346;3;#414487;user
u_862;3;#414487;user
t_5033;4;#39568c;tag
u_349;1;#481a6c;user
a_458;3;#414487;artist
a_497;1;#481a6c;artist
t_6981;1;#481a6c;tag
t_1362;2;#472f7d;tag
u_1793;7;#23888e;user
a_1372;2;#472f7d;artist
u_709;2;#472f7d;user
u_1144;2;#472f7d;user
t_1284;2;#472f7d;tag
u_1274;2;#472f7d;user
t_4341;3;#414487;tag
t_2696;4;#39568c;tag
t_2206;2;#472f7d;tag
a_199;5;#31688e;artist
u_63;2;#472f7d;user
a_1001;4;#39568c;artist
a_342;3;#414487;artist
u_1080;3;#414487;user
u_1332;3;#414487;user
u_122;6;#2a788e;user
u_332;3;#414487;user
u_454;0;#440154;user
u_848;0;#440154;user
u_207;3;#414487;user
t_3927;7;#23888e;tag
u_933;5;#31688e;user
t_1336;2;#472f7d;tag
u_692;2;#472f7d;user
u_1882;6;#2a788e;user
u_380;3;#414487;user
t_7660;0;#440154;tag
u_816;3;#414487;user
t_12056;2;#472f7d;tag
u_1094;5;#31688e;user
u_753;2;#472f7d;user
u_306;4;#39568c;user
a_2346;2;#472f7d;artist
u_1381;0;#440154;user
u_307;0;#440154;user
a_265;3;#414487;artist
u_202;2;#472f7d;user
t_1535;5;#31688e;tag
t_12133;1;#481a6c;tag
u_1979;3;#414487;user
t_2088;2;#472f7d;tag
u_647;0;#440154;user
u_1226;3;#414487;user
u_1275;2;#472f7d;user
a_532;3;#414487;artist
u_231;3;#414487;user
u_1075;5;#31688e;user
u_1071;3;#414487;user
u_467;8;#1f988b;user
t_7752;1;#481a6c;tag
a_1075;4;#39568c;artist
t_4612;1;#481a6c;tag
u_1515;3;#414487;user
u_1562;2;#472f7d;user
t_1872;8;#1f988b;tag
t_1874;3;#414487;tag
u_1757;3;#414487;user
a_340;3;#414487;artist
u_521;1;#481a6c;user
a_906;3;#414487;artist
u_1451;3;#414487;user
u_667;3;#414487;user
t_2209;2;#472f7d;tag
u_518;3;#414487;user
t_1294;3;#414487;tag
t_11937;5;#31688e;tag
a_290;3;#414487;artist
u_210;4;#39568c;user
t_1016;2;#472f7d;tag
u_1473;7;#23888e;user
t_10597;3;#414487;tag
u_183;4;#39568c;user
t_5414;7;#23888e;tag
u_1354;5;#31688e;user
t_10260;4;#39568c;tag
a_562;2;#472f7d;artist
t_2123;7;#23888e;tag
a_210;5;#31688e;artist
t_7113;0;#440154;tag
a_930;1;#481a6c;artist
a_326;3;#414487;artist
u_1266;0;#440154;user
u_714;4;#39568c;user
a_1243;3;#414487;artist
a_2531;5;#31688e;artist
a_314;3;#414487;artist
a_439;5;#31688e;artist
t_5008;5;#31688e;tag
u_254;1;#481a6c;user
a_296;3;#414487;artist
a_499;1;#481a6c;artist
t_5184;9;#22a884;tag
t_1892;2;#472f7d;tag
t_2235;0;#440154;tag
t_11491;5;#31688e;tag
u_1056;3;#414487;user
u_938;3;#414487;user
u_688;5;#31688e;user
u_110;3;#414487;user
u_704;7;#23888e;user
a_718;2;#472f7d;artist
t_10473;5;#31688e;tag
a_615;5;#31688e;artist
u_1498;4;#39568c;user
t_358;3;#414487;tag
u_582;1;#481a6c;user
a_964;2;#472f7d;artist
a_1379;4;#39568c;artist
a_1375;5;#31688e;artist
