nodeID;communityID;color;type
t11927;11;#2a768e;topic
a2438;0;#440154;author
a2870;0;#440154;author
a76;2;#481b6d;author
p9705;0;#440154;paper
a1858;2;#481b6d;author
a1071;2;#481b6d;author
t10373;1;#470e61;topic
p6606;10;#2e6e8e;paper
p7979;15;#1f998a;paper
a1847;8;#365c8d;author
p9397;0;#440154;paper
p9090;0;#440154;paper
a2207;7;#3b528b;author
a2449;2;#481b6d;author
p9558;5;#433d84;paper
a427;1;#470e61;author
p4360;11;#2a768e;paper
t11328;2;#481b6d;topic
p7073;21;#5ec962;paper
t10665;1;#470e61;topic
p8343;16;#1fa187;paper
p9264;14;#21918c;paper
p9616;0;#440154;paper
a2336;2;#481b6d;author
t11436;2;#481b6d;topic
a1407;0;#440154;author
a1156;3;#482677;author
a1439;14;#21918c;author
p3208;10;#2e6e8e;paper
p7263;2;#481b6d;paper
t10746;3;#482677;topic
a1652;3;#482677;author
p4712;1;#470e61;paper
p9499;5;#433d84;paper
a6032;4;#46327e;author
a1524;0;#440154;author
p1607;3;#482677;paper
t10976;10;#2e6e8e;topic
p679;1;#470e61;paper
t11194;0;#440154;topic
p10068;10;#2e6e8e;paper
p6614;12;#277f8e;paper
a2289;7;#3b528b;author
p934;3;#482677;paper
p6442;4;#46327e;paper
t12356;11;#2a768e;topic
p8510;0;#440154;paper
t11127;3;#482677;topic
a1687;4;#46327e;author
t10573;0;#440154;topic
p9567;3;#482677;paper
p2053;3;#482677;paper
p9911;4;#46327e;paper
p5230;22;#73d056;paper
t11428;2;#481b6d;topic
a2846;4;#46327e;author
p8841;20;#4ac16d;paper
t10322;1;#470e61;topic
p8621;6;#3f4788;paper
p9051;5;#433d84;paper
p623;4;#46327e;paper
p7505;3;#482677;paper
a2017;3;#482677;author
p9343;2;#481b6d;paper
p8013;3;#482677;paper
p5484;1;#470e61;paper
p9516;5;#433d84;paper
p1032;4;#46327e;paper
a2163;11;#2a768e;author
p8914;5;#433d84;paper
p10041;18;#2db27d;paper
a646;7;#3b528b;author
a3082;2;#481b6d;author
p8956;2;#481b6d;paper
p8229;3;#482677;paper
a1402;8;#365c8d;author
t10447;2;#481b6d;topic
a2690;0;#440154;author
t11414;0;#440154;topic
p7502;3;#482677;paper
p4770;1;#470e61;paper
p3096;11;#2a768e;paper
p8030;13;#24878e;paper
p8161;4;#46327e;paper
t11016;3;#482677;topic
p812;1;#470e61;paper
a2642;0;#440154;author
t10779;7;#3b528b;topic
a1274;6;#3f4788;author
a3580;2;#481b6d;author
a2596;5;#433d84;author
t11106;3;#482677;topic
p9049;5;#433d84;paper
a2808;0;#440154;author
p418;1;#470e61;paper
p7589;4;#46327e;paper
p5690;1;#470e61;paper
p7580;3;#482677;paper
p6921;17;#24aa83;paper
p6303;11;#2a768e;paper
a1886;4;#46327e;author
a2722;2;#481b6d;author
p5897;13;#24878e;paper
t10263;9;#32658e;topic
t10606;3;#482677;topic
t10436;15;#1f998a;topic
a2573;0;#440154;author
p9525;5;#433d84;paper
a2807;8;#365c8d;author
t11454;0;#440154;topic
p8858;0;#440154;paper
p379;1;#470e61;paper
t10301;1;#470e61;topic
t11312;2;#481b6d;topic
a2926;0;#440154;author
p5704;5;#433d84;paper
p1681;3;#482677;paper
p9368;4;#46327e;paper
p9020;6;#3f4788;paper
p9182;0;#440154;paper
p4150;2;#481b6d;paper
t10830;5;#433d84;topic
t10485;1;#470e61;topic
a1902;2;#481b6d;author
p6849;9;#32658e;paper
p9597;5;#433d84;paper
p6399;22;#73d056;paper
p9584;4;#46327e;paper
p6300;9;#32658e;paper
p1076;4;#46327e;paper
a2924;0;#440154;author
p9530;0;#440154;paper
p4960;1;#470e61;paper
p5370;1;#470e61;paper
t11007;0;#440154;topic
p5016;1;#470e61;paper
t10443;2;#481b6d;topic
p8390;5;#433d84;paper
p992;3;#482677;paper
p10103;13;#24878e;paper
a4523;1;#470e61;author
p4819;1;#470e61;paper
p4012;2;#481b6d;paper
p9078;0;#440154;paper
p6024;4;#46327e;paper
p3353;19;#3aba76;paper
a2561;10;#2e6e8e;author
p3907;23;#89d548;paper
p8080;3;#482677;paper
p3305;5;#433d84;paper
p482;3;#482677;paper
p8783;0;#440154;paper
p9975;4;#46327e;paper
p2233;3;#482677;paper
a275;1;#470e61;author
p1203;7;#3b528b;paper
p4626;2;#481b6d;paper
p32;1;#470e61;paper
t10501;22;#73d056;topic
p1947;4;#46327e;paper
p2883;5;#433d84;paper
a2386;2;#481b6d;author
p10036;22;#73d056;paper
p6993;2;#481b6d;paper
p2307;11;#2a768e;paper
a1012;3;#482677;author
a2301;1;#470e61;author
a3188;2;#481b6d;author
p9270;0;#440154;paper
p8683;5;#433d84;paper
p3680;2;#481b6d;paper
t10470;8;#365c8d;topic
t10858;3;#482677;topic
p1179;8;#365c8d;paper
a1009;3;#482677;author
p8796;5;#433d84;paper
p4254;2;#481b6d;paper
a359;1;#470e61;author
p6288;2;#481b6d;paper
p5932;7;#3b528b;paper
p10015;4;#46327e;paper
p3449;2;#481b6d;paper
p3817;1;#470e61;paper
p4576;1;#470e61;paper
p9327;0;#440154;paper
p7027;2;#481b6d;paper
p10075;10;#2e6e8e;paper
p9984;5;#433d84;paper
p1829;3;#482677;paper
p578;1;#470e61;paper
t10344;3;#482677;topic
p8309;0;#440154;paper
t10264;9;#32658e;topic
p1295;13;#24878e;paper
p7702;3;#482677;paper
p6166;2;#481b6d;paper
p8044;3;#482677;paper
p1218;8;#365c8d;paper
p8547;0;#440154;paper
p5315;1;#470e61;paper
a2689;0;#440154;author
p4312;4;#46327e;paper
p6346;2;#481b6d;paper
a641;9;#32658e;author
a1201;0;#440154;author
p4850;3;#482677;paper
p601;1;#470e61;paper
t10780;9;#32658e;topic
p9840;0;#440154;paper
t10435;12;#277f8e;topic
p8770;0;#440154;paper
p7782;3;#482677;paper
p238;1;#470e61;paper
a2078;3;#482677;author
p3343;2;#481b6d;paper
p4446;1;#470e61;paper
p8447;5;#433d84;paper
p9492;0;#440154;paper
p9506;5;#433d84;paper
a2080;4;#46327e;author
p9243;0;#440154;paper
p9950;4;#46327e;paper
a2799;0;#440154;author
p7774;3;#482677;paper
p7645;3;#482677;paper
p6365;9;#32658e;paper
p6054;2;#481b6d;paper
a1894;3;#482677;author
a1976;4;#46327e;author
a1330;0;#440154;author
p7660;3;#482677;paper
p1544;24;#a0da39;paper
p5753;13;#24878e;paper
p3831;7;#3b528b;paper
a855;7;#3b528b;author
a2972;0;#440154;author
a3376;14;#21918c;author
p5129;1;#470e61;paper
p6329;3;#482677;paper
a1418;2;#481b6d;author
p2852;20;#4ac16d;paper
p4608;7;#3b528b;paper
t10747;3;#482677;topic
p7858;3;#482677;paper
p3875;4;#46327e;paper
a7106;6;#3f4788;author
p6715;7;#3b528b;paper
a1284;0;#440154;author
t11015;8;#365c8d;topic
p5966;11;#2a768e;paper
p5686;1;#470e61;paper
a8512;0;#440154;author
t11638;4;#46327e;topic
p3953;2;#481b6d;paper
p8274;4;#46327e;paper
t10370;6;#3f4788;topic
p4998;1;#470e61;paper
p8961;8;#365c8d;paper
p8928;0;#440154;paper
a1396;2;#481b6d;author
p5745;1;#470e61;paper
p6232;16;#1fa187;paper
p3828;2;#481b6d;paper
p8779;0;#440154;paper
t11198;0;#440154;topic
a2432;0;#440154;author
p5556;1;#470e61;paper
a1273;6;#3f4788;author
p7416;2;#481b6d;paper
p4157;17;#24aa83;paper
t11295;0;#440154;topic
p9582;0;#440154;paper
p3538;7;#3b528b;paper
t10517;2;#481b6d;topic
t10890;2;#481b6d;topic
p9524;5;#433d84;paper
p6626;2;#481b6d;paper
p3350;13;#24878e;paper
p8337;0;#440154;paper
p826;12;#277f8e;paper
a3014;0;#440154;author
a979;3;#482677;author
t10555;0;#440154;topic
t10330;1;#470e61;topic
p881;3;#482677;paper
p6650;8;#365c8d;paper
p9027;0;#440154;paper
p6066;9;#32658e;paper
p506;1;#470e61;paper
p10023;5;#433d84;paper
p8297;4;#46327e;paper
a2277;23;#89d548;author
a1557;2;#481b6d;author
p6453;2;#481b6d;paper
p9576;9;#32658e;paper
p9770;0;#440154;paper
p9473;0;#440154;paper
p516;12;#277f8e;paper
p3236;0;#440154;paper
p3168;12;#277f8e;paper
t11895;0;#440154;topic
p9390;5;#433d84;paper
p10162;4;#46327e;paper
p10048;6;#3f4788;paper
a1531;3;#482677;author
p6619;2;#481b6d;paper
a1321;12;#277f8e;author
p7868;3;#482677;paper
p3145;4;#46327e;paper
a8319;0;#440154;author
p8557;0;#440154;paper
p1211;14;#21918c;paper
p2062;3;#482677;paper
t10586;16;#1fa187;topic
p6758;2;#481b6d;paper
p6689;2;#481b6d;paper
p2038;3;#482677;paper
p2996;0;#440154;paper
p371;1;#470e61;paper
p9495;0;#440154;paper
p1775;8;#365c8d;paper
t11066;3;#482677;topic
p3853;14;#21918c;paper
p6356;2;#481b6d;paper
p3896;4;#46327e;paper
p7393;14;#21918c;paper
p9589;0;#440154;paper
p4325;2;#481b6d;paper
p5797;1;#470e61;paper
p7786;3;#482677;paper
p4817;3;#482677;paper
p9797;0;#440154;paper
p9542;0;#440154;paper
p9060;0;#440154;paper
p4381;2;#481b6d;paper
p8284;4;#46327e;paper
p5479;1;#470e61;paper
p9256;5;#433d84;paper
t10911;12;#277f8e;topic
p6257;7;#3b528b;paper
p6483;2;#481b6d;paper
p7612;3;#482677;paper
p6507;2;#481b6d;paper
p2675;0;#440154;paper
p9633;4;#46327e;paper
p9081;5;#433d84;paper
p5406;1;#470e61;paper
p7436;3;#482677;paper
p2610;0;#440154;paper
p6187;22;#73d056;paper
p8760;5;#433d84;paper
a1518;8;#365c8d;author
p4477;9;#32658e;paper
p8265;4;#46327e;paper
p5143;1;#470e61;paper
a7110;5;#433d84;author
t10690;3;#482677;topic
p7717;13;#24878e;paper
p9134;0;#440154;paper
p6430;12;#277f8e;paper
t10235;4;#46327e;topic
p9764;20;#4ac16d;paper
p6216;3;#482677;paper
p9462;19;#3aba76;paper
a1857;4;#46327e;author
p8986;0;#440154;paper
a3099;2;#481b6d;author
p2985;5;#433d84;paper
p5664;3;#482677;paper
p4508;7;#3b528b;paper
p1511;1;#470e61;paper
p6001;15;#1f998a;paper
p9082;10;#2e6e8e;paper
a2637;0;#440154;author
t10687;9;#32658e;topic
p1801;3;#482677;paper
t10629;2;#481b6d;topic
p5758;1;#470e61;paper
p5621;3;#482677;paper
p1995;3;#482677;paper
p9467;0;#440154;paper
p6209;2;#481b6d;paper
p2623;4;#46327e;paper
p874;1;#470e61;paper
p6266;2;#481b6d;paper
t10245;1;#470e61;topic
p175;1;#470e61;paper
t11076;5;#433d84;topic
p5900;17;#24aa83;paper
a3193;5;#433d84;author
p7020;2;#481b6d;paper
p6443;3;#482677;paper
p5435;1;#470e61;paper
p122;1;#470e61;paper
p7378;22;#73d056;paper
p1967;4;#46327e;paper
p5253;9;#32658e;paper
p8281;3;#482677;paper
p7419;2;#481b6d;paper
p7928;3;#482677;paper
p5996;4;#46327e;paper
p5287;3;#482677;paper
p8418;5;#433d84;paper
p10094;4;#46327e;paper
a209;1;#470e61;author
p8634;5;#433d84;paper
a2585;0;#440154;author
p9116;12;#277f8e;paper
p7706;3;#482677;paper
p4219;2;#481b6d;paper
p7374;2;#481b6d;paper
p5867;11;#2a768e;paper
a130;1;#470e61;author
p0;6;#3f4788;paper
p5215;1;#470e61;paper
p7839;3;#482677;paper
a230;2;#481b6d;author
p259;4;#46327e;paper
p1920;2;#481b6d;paper
p6756;2;#481b6d;paper
a1089;0;#440154;author
p4591;7;#3b528b;paper
p7538;4;#46327e;paper
p4746;2;#481b6d;paper
p6434;12;#277f8e;paper
p1986;8;#365c8d;paper
a2350;11;#2a768e;author
p8209;4;#46327e;paper
p9016;0;#440154;paper
p8302;3;#482677;paper
p2005;3;#482677;paper
p4866;11;#2a768e;paper
p9063;5;#433d84;paper
p597;1;#470e61;paper
p8234;14;#21918c;paper
p3765;11;#2a768e;paper
p7536;14;#21918c;paper
p1501;0;#440154;paper
p3710;2;#481b6d;paper
p3836;2;#481b6d;paper
p5203;1;#470e61;paper
a2526;5;#433d84;author
p9834;2;#481b6d;paper
t10819;3;#482677;topic
p1628;13;#24878e;paper
p1018;4;#46327e;paper
p9236;0;#440154;paper
p7770;4;#46327e;paper
p2631;10;#2e6e8e;paper
p1097;3;#482677;paper
p854;7;#3b528b;paper
p429;3;#482677;paper
a3891;2;#481b6d;author
a4492;1;#470e61;author
t10298;1;#470e61;topic
p1128;3;#482677;paper
p9458;0;#440154;paper
p6796;14;#21918c;paper
a2393;6;#3f4788;author
p9538;0;#440154;paper
p7989;3;#482677;paper
p3000;0;#440154;paper
p7673;3;#482677;paper
a2590;0;#440154;author
a1434;0;#440154;author
p2932;5;#433d84;paper
p1505;0;#440154;paper
p9227;0;#440154;paper
p9211;0;#440154;paper
p1489;0;#440154;paper
p276;4;#46327e;paper
p7605;3;#482677;paper
a4163;16;#1fa187;author
p1382;10;#2e6e8e;paper
p4368;2;#481b6d;paper
a3042;6;#3f4788;author
p7808;4;#46327e;paper
p10139;4;#46327e;paper
p7311;2;#481b6d;paper
p6381;3;#482677;paper
p6966;14;#21918c;paper
p7710;3;#482677;paper
p5469;1;#470e61;paper
p10120;4;#46327e;paper
t10660;3;#482677;topic
p1364;3;#482677;paper
p8905;2;#481b6d;paper
p7433;3;#482677;paper
p195;15;#1f998a;paper
p9287;0;#440154;paper
p2133;3;#482677;paper
p5490;1;#470e61;paper
p7556;3;#482677;paper
p1491;4;#46327e;paper
a91;1;#470e61;author
p6142;2;#481b6d;paper
p6475;8;#365c8d;paper
p2210;2;#481b6d;paper
t10279;7;#3b528b;topic
p4247;4;#46327e;paper
p1289;3;#482677;paper
t10548;3;#482677;topic
p6477;11;#2a768e;paper
p499;1;#470e61;paper
p6663;2;#481b6d;paper
p6556;4;#46327e;paper
t10943;2;#481b6d;topic
p7243;9;#32658e;paper
p5294;1;#470e61;paper
p9011;25;#b8de29;paper
p8025;3;#482677;paper
p512;1;#470e61;paper
p3503;0;#440154;paper
p7822;3;#482677;paper
p9684;0;#440154;paper
p9166;0;#440154;paper
t10693;1;#470e61;topic
p8291;3;#482677;paper
p4242;4;#46327e;paper
p9133;13;#24878e;paper
p3636;11;#2a768e;paper
t10296;1;#470e61;topic
p10053;4;#46327e;paper
p9653;5;#433d84;paper
a73;9;#32658e;author
p3981;1;#470e61;paper
a2718;0;#440154;author
p11;6;#3f4788;paper
p8380;18;#2db27d;paper
p8711;10;#2e6e8e;paper
t10427;4;#46327e;topic
p9534;8;#365c8d;paper
p23;1;#470e61;paper
p7983;3;#482677;paper
p8931;0;#440154;paper
p7665;3;#482677;paper
p9624;0;#440154;paper
p5408;1;#470e61;paper
a1068;0;#440154;author
p9856;2;#481b6d;paper
p1526;0;#440154;paper
p6113;4;#46327e;paper
p7610;3;#482677;paper
p8128;3;#482677;paper
p9670;6;#3f4788;paper
p9373;0;#440154;paper
p6006;2;#481b6d;paper
p1530;3;#482677;paper
p6985;3;#482677;paper
p10004;4;#46327e;paper
p2656;0;#440154;paper
a3661;2;#481b6d;author
p809;1;#470e61;paper
p1970;4;#46327e;paper
p1014;3;#482677;paper
t10191;6;#3f4788;topic
p1853;8;#365c8d;paper
p8834;6;#3f4788;paper
p3841;2;#481b6d;paper
p3368;5;#433d84;paper
p8096;9;#32658e;paper
p6668;2;#481b6d;paper
p9703;0;#440154;paper
a4337;2;#481b6d;author
a4349;7;#3b528b;author
p4780;3;#482677;paper
p1833;4;#46327e;paper
p3245;5;#433d84;paper
p9476;0;#440154;paper
p1025;9;#32658e;paper
a127;1;#470e61;author
p8001;3;#482677;paper
a1638;5;#433d84;author
a961;0;#440154;author
p6912;2;#481b6d;paper
p9172;11;#2a768e;paper
a1657;3;#482677;author
p5825;9;#32658e;paper
p5219;1;#470e61;paper
a2886;5;#433d84;author
a1170;12;#277f8e;author
p5382;1;#470e61;paper
p8534;0;#440154;paper
p7716;3;#482677;paper
p3567;2;#481b6d;paper
a2699;0;#440154;author
p10088;4;#46327e;paper
p7303;15;#1f998a;paper
p7062;3;#482677;paper
t10691;7;#3b528b;topic
p3531;4;#46327e;paper
p9823;0;#440154;paper
p10109;5;#433d84;paper
p7599;3;#482677;paper
p2547;16;#1fa187;paper
p1172;12;#277f8e;paper
p4386;2;#481b6d;paper
p9359;6;#3f4788;paper
a2900;6;#3f4788;author
p6308;9;#32658e;paper
p3325;8;#365c8d;paper
a498;3;#482677;author
p6670;2;#481b6d;paper
p8601;5;#433d84;paper
p1896;4;#46327e;paper
p7493;14;#21918c;paper
t10432;5;#433d84;topic
a1276;0;#440154;author
p290;9;#32658e;paper
p4687;1;#470e61;paper
t10600;3;#482677;topic
a5087;1;#470e61;author
a938;3;#482677;author
p41;1;#470e61;paper
p1537;8;#365c8d;paper
p8174;3;#482677;paper
p2118;3;#482677;paper
p10056;4;#46327e;paper
p7065;2;#481b6d;paper
p2158;3;#482677;paper
a1024;4;#46327e;author
p7449;4;#46327e;paper
p3602;2;#481b6d;paper
p4042;4;#46327e;paper
p7779;3;#482677;paper
p1974;4;#46327e;paper
p8035;3;#482677;paper
p3631;2;#481b6d;paper
p6764;2;#481b6d;paper
a1033;4;#46327e;author
t10466;5;#433d84;topic
p8170;17;#24aa83;paper
p9428;0;#440154;paper
p7258;2;#481b6d;paper
p5319;1;#470e61;paper
p8224;3;#482677;paper
p1980;12;#277f8e;paper
p3297;20;#4ac16d;paper
p8437;0;#440154;paper
p5873;3;#482677;paper
p5098;1;#470e61;paper
p432;1;#470e61;paper
p7791;3;#482677;paper
a377;1;#470e61;author
p8756;2;#481b6d;paper
p9267;0;#440154;paper
p3479;2;#481b6d;paper
p9040;0;#440154;paper
p8891;0;#440154;paper
p1982;20;#4ac16d;paper
p9097;0;#440154;paper
p5583;10;#2e6e8e;paper
p6634;2;#481b6d;paper
p3928;4;#46327e;paper
a1375;8;#365c8d;author
a3121;11;#2a768e;author
p565;1;#470e61;paper
p1403;4;#46327e;paper
p8776;8;#365c8d;paper
p7358;8;#365c8d;paper
p1517;10;#2e6e8e;paper
a2913;14;#21918c;author
p4196;4;#46327e;paper
t11907;5;#433d84;topic
p4516;3;#482677;paper
a7712;3;#482677;author
p924;3;#482677;paper
p2804;0;#440154;paper
p4806;7;#3b528b;paper
p3525;6;#3f4788;paper
a2512;5;#433d84;author
p3670;3;#482677;paper
p9105;5;#433d84;paper
p7442;3;#482677;paper
p6131;12;#277f8e;paper
p5306;1;#470e61;paper
p1465;4;#46327e;paper
p7854;3;#482677;paper
p4974;3;#482677;paper
p2918;8;#365c8d;paper
p5134;1;#470e61;paper
p2669;0;#440154;paper
p251;1;#470e61;paper
p2141;3;#482677;paper
p6844;9;#32658e;paper
p4876;12;#277f8e;paper
t10641;0;#440154;topic
p9786;5;#433d84;paper
p3407;8;#365c8d;paper
p2012;3;#482677;paper
a988;3;#482677;author
p9059;0;#440154;paper
p10113;4;#46327e;paper
p8027;3;#482677;paper
p4989;1;#470e61;paper
p3700;3;#482677;paper
p3382;0;#440154;paper
p4060;2;#481b6d;paper
p10164;5;#433d84;paper
p5513;3;#482677;paper
p6823;16;#1fa187;paper
p2100;3;#482677;paper
p10031;4;#46327e;paper
p90;1;#470e61;paper
p8708;0;#440154;paper
p6692;2;#481b6d;paper
a2368;10;#2e6e8e;author
